at,elapsed_s,ok,tickers_returned
2026-08-12 11:11:48.535718-04:00,0.18046998977661133,True,8
2026-08-12 11:12:08.608675-04:00,0.6238830089569092,True,8
2026-08-12 11:12:28.653884-04:00,0.9408090114593506,True,8
2026-08-12 11:12:48.684845-04:00,1.6113550662994385,True,8
2026-08-12 11:13:08.730499-04:00,0.5725510120391846,True,8
2026-08-12 11:13:28.762334-04:00,0.5573689937591553,True,8
2026-08-12 11:13:48.792738-04:00,0.35176801681518555,True,8
2026-08-12 11:14:08.825087-04:00,0.3301429748535156,True,8
2026-08-12 11:14:28.855369-04:00,0.2852051258087158,True,8
2026-08-12 11:14:48.889910-04:00,0.23253512382507324,True,8
2026-08-12 11:15:08.923185-04:00,0.27306318283081055,True,8
2026-08-12 11:15:28.955930-04:00,0.32621192932128906,True,8
2026-08-12 11:15:48.987452-04:00,0.286574125289917,True,8
2026-08-12 11:16:09.019087-04:00,1.1210620403289795,True,8
2026-08-12 11:16:29.064525-04:00,0.26748180389404297,True,8
2026-08-12 11:16:49.095967-04:00,0.5153989791870117,True,8
2026-08-12 11:17:09.140548-04:00,2.04587984085083,True,8
2026-08-12 11:17:29.179533-04:00,0.2676732540130615,True,8
2026-08-12 11:17:49.210136-04:00,0.4518249034881592,True,8
2026-08-12 11:18:09.257878-04:00,0.24672985076904297,True,8
2026-08-12 11:18:29.291202-04:00,0.8647549152374268,True,8
2026-08-12 11:18:49.338968-04:00,0.34626102447509766,True,8
2026-08-12 11:19:09.374126-04:00,0.2141101360321045,True,8
2026-08-12 11:19:29.404894-04:00,0.2379617691040039,True,8
2026-08-12 11:19:49.436124-04:00,0.6722328662872314,True,8
2026-08-12 11:20:09.468587-04:00,0.29583287239074707,True,8
2026-08-12 11:20:29.500674-04:00,0.2825968265533447,True,8
2026-08-12 11:20:49.533260-04:00,0.2836878299713135,True,8
2026-08-12 11:21:09.570686-04:00,0.28307104110717773,True,8
2026-08-12 11:21:29.605367-04:00,0.22489309310913086,True,8
2026-08-12 11:21:49.641019-04:00,0.40984106063842773,True,8
2026-08-12 11:22:09.705035-04:00,0.22728514671325684,True,8
2026-08-12 11:22:29.744589-04:00,0.25310802459716797,True,8
2026-08-12 11:22:49.785385-04:00,0.22615289688110352,True,8
2026-08-12 11:23:22.988699-04:00,0.20731496810913086,True,8
2026-08-12 11:23:43.023242-04:00,0.2375168800354004,True,8
2026-08-12 11:24:15.010352-04:00,0.502528190612793,True,8
2026-08-12 11:24:35.063923-04:00,0.47663116455078125,True,8
2026-08-12 11:26:23.696433-04:00,0.47406482696533203,True,8
2026-08-12 11:26:43.731373-04:00,0.3442559242248535,True,8
2026-08-12 11:27:03.765580-04:00,0.7138729095458984,True,8
2026-08-12 11:27:23.852008-04:00,0.2542850971221924,True,8
2026-08-12 11:27:43.890882-04:00,4.28675389289856,True,8
2026-08-12 11:28:03.924606-04:00,0.5982749462127686,True,8
2026-08-12 11:28:23.963091-04:00,0.31749391555786133,True,8
2026-08-12 11:28:43.997428-04:00,2.5940840244293213,True,8
2026-08-12 11:29:04.030469-04:00,0.1952672004699707,True,8
2026-08-12 11:29:24.064855-04:00,0.6612381935119629,True,8
2026-08-12 11:29:44.103744-04:00,0.24497103691101074,True,8
2026-08-12 11:30:04.146429-04:00,1.6888790130615234,True,8
2026-08-12 11:30:24.196166-04:00,0.2102069854736328,True,8
2026-08-12 11:30:44.236766-04:00,0.2671630382537842,True,8
2026-08-12 11:31:04.282178-04:00,0.23830890655517578,True,8
2026-08-12 11:31:24.323141-04:00,0.19034290313720703,True,8
2026-08-12 11:31:44.362979-04:00,0.21688485145568848,True,8
2026-08-12 11:32:04.403878-04:00,1.1324360370635986,True,8
2026-08-12 11:32:24.498906-04:00,0.22181034088134766,True,8
2026-08-12 11:32:44.541183-04:00,0.2487339973449707,True,8
2026-08-12 11:33:04.584270-04:00,0.7233288288116455,True,8
2026-08-12 11:33:24.632543-04:00,0.3133828639984131,True,8
2026-08-12 11:33:44.679976-04:00,0.27627110481262207,True,8
2026-08-12 11:34:04.726665-04:00,0.39777612686157227,True,8
2026-08-12 11:34:24.776967-04:00,0.3047311305999756,True,8
2026-08-12 11:34:44.824499-04:00,0.23171210289001465,True,8
2026-08-12 11:35:04.864801-04:00,0.21626806259155273,True,8
2026-08-12 11:35:24.905984-04:00,0.2672538757324219,True,8
2026-08-12 11:35:44.948205-04:00,0.20253491401672363,True,8
2026-08-12 11:36:04.989235-04:00,0.6763408184051514,True,8
2026-08-12 11:36:25.037900-04:00,0.2514030933380127,True,8
2026-08-12 11:36:45.083152-04:00,0.19718599319458008,True,8
2026-08-12 11:37:05.124475-04:00,0.24281001091003418,True,8
2026-08-12 11:37:25.168464-04:00,0.2532222270965576,True,8
2026-08-12 11:37:45.271180-04:00,0.24130511283874512,True,8
2026-08-12 11:38:05.312536-04:00,0.21834325790405273,True,8
2026-08-12 11:38:25.355587-04:00,0.2285008430480957,True,8
2026-08-12 11:38:45.397329-04:00,0.5734820365905762,True,8
2026-08-12 11:39:05.450176-04:00,0.27846193313598633,True,8
2026-08-12 11:39:25.498185-04:00,0.4198160171508789,True,8
2026-08-12 11:39:45.550643-04:00,0.21346211433410645,True,8
2026-08-12 11:40:05.593598-04:00,0.20373296737670898,True,8
2026-08-12 11:40:25.658433-04:00,0.22771406173706055,True,8
2026-08-12 11:40:45.701382-04:00,0.2608342170715332,True,8
2026-08-12 11:41:05.748332-04:00,0.2217700481414795,True,8
2026-08-12 11:41:25.789937-04:00,0.2315969467163086,True,8
2026-08-12 11:41:45.831579-04:00,0.21525979042053223,True,8
2026-08-12 11:42:05.873080-04:00,0.27678990364074707,True,8
2026-08-12 11:42:25.921290-04:00,0.21974611282348633,True,8
2026-08-12 11:42:46.032505-04:00,0.1932847499847412,True,8
2026-08-12 11:43:06.073387-04:00,0.21967673301696777,True,8
2026-08-12 11:43:26.118839-04:00,0.2642838954925537,True,8
2026-08-12 11:43:46.165743-04:00,0.2024250030517578,True,8
2026-08-12 11:44:06.207103-04:00,0.24659514427185059,True,8
2026-08-12 11:44:26.251930-04:00,0.23215794563293457,True,8
2026-08-12 11:44:46.294106-04:00,0.3572499752044678,True,8
2026-08-12 11:45:06.333667-04:00,0.269927978515625,True,8
2026-08-12 11:45:26.380265-04:00,0.20898723602294922,True,8
2026-08-12 11:45:46.423401-04:00,0.38767480850219727,True,8
2026-08-12 11:46:06.464131-04:00,0.22499489784240723,True,8
2026-08-12 11:46:26.506616-04:00,0.21502995491027832,True,8
2026-08-12 11:46:46.550072-04:00,0.1885368824005127,True,8
2026-08-12 11:47:06.590053-04:00,0.22679996490478516,True,8
2026-08-12 11:47:26.633570-04:00,0.41693806648254395,True,8
2026-08-12 11:47:46.762893-04:00,0.20160388946533203,True,8
2026-08-12 11:48:06.803360-04:00,0.2554159164428711,True,8
2026-08-12 11:48:26.858166-04:00,0.21784400939941406,True,8
2026-08-12 11:48:46.904440-04:00,0.24411630630493164,True,8
2026-08-12 11:49:06.945955-04:00,0.7713437080383301,True,8
2026-08-12 11:49:27.001507-04:00,0.40691208839416504,True,8
2026-08-12 11:49:47.054036-04:00,0.21471476554870605,True,8
2026-08-12 11:50:07.095247-04:00,0.20361709594726562,True,8
2026-08-12 11:50:27.137665-04:00,0.23103904724121094,True,8
2026-08-12 11:50:47.181798-04:00,0.2001819610595703,True,8
2026-08-12 11:51:07.230620-04:00,0.20009803771972656,True,8
2026-08-12 11:51:27.275029-04:00,0.21901702880859375,True,8
2026-08-12 11:51:47.319317-04:00,0.24649906158447266,True,8
2026-08-12 11:52:07.367346-04:00,0.24134016036987305,True,8
2026-08-12 11:52:27.413175-04:00,0.20192575454711914,True,8
2026-08-12 11:52:47.552674-04:00,0.2461550235748291,True,8
2026-08-12 11:53:07.600104-04:00,0.2252211570739746,True,8
2026-08-12 11:53:27.645029-04:00,0.2010338306427002,True,8
2026-08-12 11:53:47.687943-04:00,0.36661601066589355,True,8
2026-08-12 11:54:07.742967-04:00,0.219437837600708,True,8
2026-08-12 11:54:27.786192-04:00,0.23560404777526855,True,8
2026-08-12 11:54:47.830598-04:00,0.18247723579406738,True,8
2026-08-12 11:55:07.873869-04:00,0.21794891357421875,True,8
2026-08-12 11:55:27.917105-04:00,0.2866179943084717,True,8
2026-08-12 11:55:47.965843-04:00,0.3555140495300293,True,8
2026-08-12 11:56:08.020480-04:00,0.19824790954589844,True,8
2026-08-12 11:56:28.064701-04:00,0.23102116584777832,True,8
2026-08-12 11:56:48.108982-04:00,0.21104884147644043,True,8
2026-08-12 11:57:08.152374-04:00,0.9534480571746826,True,8
2026-08-12 11:57:28.207713-04:00,0.28527116775512695,True,8
2026-08-12 11:57:48.365383-04:00,0.2259821891784668,True,8
2026-08-12 11:58:08.412289-04:00,0.29110217094421387,True,8
2026-08-12 11:58:28.463123-04:00,0.22685694694519043,True,8
2026-08-12 11:58:48.508816-04:00,0.31934309005737305,True,8
2026-08-12 11:59:08.560655-04:00,0.22491979598999023,True,8
2026-08-12 11:59:28.604163-04:00,0.3103618621826172,True,8
2026-08-12 11:59:48.658608-04:00,0.2581901550292969,True,8
2026-08-12 12:00:08.705894-04:00,0.6704649925231934,True,8
