signal_i,signal_time,signal_volume,signal_multiple,entry_i,entry_time,fill,trigger,detected_at,gap_pct,open_price,outcome,exit_price,exit_time,return_pct,minutes_held,ticker
2,09:32,21601.0,11.399711897036848,18,09:48,1.3600000143051147,1.3121849477291108,11:11:48,15.740736141617099,1.25,SL,1.2240000128746034,09:57,-10.999999999999993,9.0,DRMA
0,09:30,106221.0,12.29810480759572,6,09:36,1.5225000500679016,1.5225000500679016,11:11:48,13.385832980085855,1.440000057220459,TP,1.6747500550746919,09:42,9.00000000000001,6.0,BIVI
1,09:31,21733.0,8.479908431686056,3,09:33,1.7534999549388885,1.7534999549388885,11:11:48,12.080533315155916,1.6699999570846558,TP,1.9288499504327776,09:53,9.000000000000012,20.0,GRWG
