time,realised_return_pct,unrealised_return_pct,open_count,closed_count
11:11:48,7.00000000000003,0,0,3
11:12:08,7.00000000000003,0,0,3
11:12:28,7.00000000000003,0,0,3
11:12:48,7.00000000000003,0,0,3
11:13:08,7.00000000000003,0,0,3
11:13:28,7.00000000000003,0,0,3
11:13:48,7.00000000000003,0,0,3
11:14:08,7.00000000000003,0,0,3
11:14:28,7.00000000000003,0,0,3
11:14:48,7.00000000000003,0,0,3
11:15:08,7.00000000000003,0,0,3
11:15:28,7.00000000000003,0,0,3
11:15:48,7.00000000000003,0,0,3
11:16:09,7.00000000000003,0,0,3
11:16:29,7.00000000000003,0,0,3
11:16:49,7.00000000000003,0,0,3
11:17:09,7.00000000000003,0,0,3
11:17:29,7.00000000000003,0,0,3
11:17:49,7.00000000000003,0,0,3
11:18:09,7.00000000000003,0,0,3
11:18:29,7.00000000000003,0,0,3
11:18:49,7.00000000000003,0,0,3
11:19:09,7.00000000000003,0,0,3
11:19:29,7.00000000000003,0,0,3
11:19:49,7.00000000000003,0,0,3
11:20:09,7.00000000000003,0,0,3
11:20:29,7.00000000000003,0,0,3
11:20:49,7.00000000000003,0,0,3
11:21:09,7.00000000000003,0,0,3
11:21:29,7.00000000000003,0,0,3
11:21:49,7.00000000000003,0,0,3
11:22:09,7.00000000000003,0,0,3
11:22:29,7.00000000000003,0,0,3
11:22:49,7.00000000000003,0,0,3
11:23:22,7.00000000000003,0,0,3
11:23:43,7.00000000000003,0,0,3
11:24:15,7.00000000000003,0,0,3
11:24:35,7.00000000000003,0,0,3
11:26:23,7.00000000000003,0,0,3
11:26:43,7.00000000000003,0,0,3
11:27:03,7.00000000000003,0,0,3
11:27:23,7.00000000000003,0,0,3
11:27:43,7.00000000000003,0,0,3
11:28:03,7.00000000000003,0,0,3
11:28:23,7.00000000000003,0,0,3
11:28:43,7.00000000000003,0,0,3
11:29:04,7.00000000000003,0,0,3
11:29:24,7.00000000000003,0,0,3
11:29:44,7.00000000000003,0,0,3
11:30:04,7.00000000000003,0,0,3
11:30:24,7.00000000000003,0,0,3
11:30:44,7.00000000000003,0,0,3
11:31:04,7.00000000000003,0,0,3
11:31:24,7.00000000000003,0,0,3
11:31:44,7.00000000000003,0,0,3
11:32:04,7.00000000000003,0,0,3
11:32:24,7.00000000000003,0,0,3
11:32:44,7.00000000000003,0,0,3
11:33:04,7.00000000000003,0,0,3
11:33:24,7.00000000000003,0,0,3
11:33:44,7.00000000000003,0,0,3
11:34:04,7.00000000000003,0,0,3
11:34:24,7.00000000000003,0,0,3
11:34:44,7.00000000000003,0,0,3
11:35:04,7.00000000000003,0,0,3
11:35:24,7.00000000000003,0,0,3
11:35:44,7.00000000000003,0,0,3
11:36:04,7.00000000000003,0,0,3
11:36:25,7.00000000000003,0,0,3
11:36:45,7.00000000000003,0,0,3
11:37:05,7.00000000000003,0,0,3
11:37:25,7.00000000000003,0,0,3
11:37:45,7.00000000000003,0,0,3
11:38:05,7.00000000000003,0,0,3
11:38:25,7.00000000000003,0,0,3
11:38:45,7.00000000000003,0,0,3
11:39:05,7.00000000000003,0,0,3
11:39:25,7.00000000000003,0,0,3
11:39:45,7.00000000000003,0,0,3
11:40:05,7.00000000000003,0,0,3
11:40:25,7.00000000000003,0,0,3
11:40:45,7.00000000000003,0,0,3
11:41:05,7.00000000000003,0,0,3
11:41:25,7.00000000000003,0,0,3
11:41:45,7.00000000000003,0,0,3
11:42:05,7.00000000000003,0,0,3
11:42:25,7.00000000000003,0,0,3
11:42:46,7.00000000000003,0,0,3
11:43:06,7.00000000000003,0,0,3
11:43:26,7.00000000000003,0,0,3
11:43:46,7.00000000000003,0,0,3
11:44:06,7.00000000000003,0,0,3
11:44:26,7.00000000000003,0,0,3
11:44:46,7.00000000000003,0,0,3
11:45:06,7.00000000000003,0,0,3
11:45:26,7.00000000000003,0,0,3
11:45:46,7.00000000000003,0,0,3
11:46:06,7.00000000000003,0,0,3
11:46:26,7.00000000000003,0,0,3
