signal_i,signal_time,signal_volume,signal_multiple,entry_i,entry_time,fill,detected_at,gap_pct,open_price,outcome,exit_price,exit_time,return_pct,minutes_held,ticker
2,09:32,203223.0,8.830455599257593,14,09:44,2.6995501041412355,23:39:47,17.596570783511012,2.740000009536743,TP,3.050100088119507,09:45,11.985496488489371,1.0,EDBL
2,09:32,23627.0,8.010963621147276,20,09:50,2.619749879837036,23:39:47,10.76233217417001,2.4700000286102295,SL,2.3577748918533326,10:43,-11.000000000000002,53.0,RUBI
