symbol,name,exchange,last_close,last_volume
CRDL,Cardiol Therapeutics Inc. - Class A Common Shares,NASDAQ,1.340000033378601,1064336.0
CRE,Cre8 Enterprise Limited - Class A Ordinary Shares,NASDAQ,2.5850000381469727,5443.0
CREX,"Creative Realities, Inc. - Common Stock",NASDAQ,3.049999952316284,11420.0
CRGO,Freightos Limited - Ordinary shares,NASDAQ,1.2599999904632568,39029.0
CRGY,Crescent Energy Company Class A Common Stock,NYSE,10.979999542236328,5908593.0
CRIS,"Curis, Inc. - Common Stock",NASDAQ,4.545000076293945,54497.0
CRK,"Comstock Resources, Inc. Common Stock",NYSE,12.960000038146973,1452879.0
CRMD,CorMedix Inc. - Common Stock,NASDAQ,7.409999847412109,595503.0
CRML,Critical Metals Corp. - Ordinary Shares,NASDAQ,6.679999828338623,6122933.0
CRMT,"America's Car-Mart, Inc. - Common Stock",NASDAQ,3.4100000858306885,128563.0
CRNC,Cerence Inc. - Common Stock,NASDAQ,9.220000267028809,506022.0
CRNT,Ceragon Networks Ltd. - Ordinary Shares,NASDAQ,2.2300000190734863,370899.0
CRON,Cronos Group Inc. - Common Share,NASDAQ,2.7200000286102295,1705927.0
CRSR,"Corsair Gaming, Inc. - Common Stock",NASDAQ,11.199999809265137,2342520.0
CRT,Cross Timbers Royalty Trust Common Stock,NYSE,10.170000076293945,34780.0
CRVO,CervoMed Inc. - Common Stock,NASDAQ,2.809999942779541,268755.0
CRVS,"Corvus Pharmaceuticals, Inc. - Common Stock",NASDAQ,13.930000305175781,713305.0
CRWS,"Crown Crafts, Inc. - Common Stock",NASDAQ,2.9800000190734863,134714.0
CSAI,"Cloudastructure, Inc. - Class A Common Stock",NASDAQ,4.920000076293945,263027.0
CSAN,Cosan S.A. ADS,NYSE,3.0399999618530273,859584.0
CSBR,"Champions Oncology, Inc. - Common Stock",NASDAQ,5.300000190734863,14552.0
CSHR,CoinShares PLC - Ordinary Shares,NASDAQ,4.900000095367432,186523.0
CSPI,CSP Inc. - Common Stock,NASDAQ,8.119999885559082,3788.0
CSTE,Caesarstone Ltd. - Ordinary Shares,NASDAQ,2.319999933242798,121389.0
CTAA,ClearThink 1 Acquisition Corp. - Class A Ordinary Shares,NASDAQ,9.90999984741211,2031.0
CTKB,"Cytek Biosciences, Inc. - Common Stock",NASDAQ,4.179999828338623,986161.0
CTMX,"CytomX Therapeutics, Inc. - Common Stock",NASDAQ,3.3499999046325684,1995224.0
CTNT,Cheetah Net Supply Chain Service Inc. - Class A Common Stock,NASDAQ,1.899999976158142,173052.0
CTOR,"Citius Oncology, Inc.  - Common Stock",NASDAQ,0.7850000262260437,1023190.0
CTOS,"Custom Truck One Source, Inc. Common Stock",NYSE,11.029999732971191,935710.0
CTRM,Castor Maritime Inc. - Common Shares,NASDAQ,2.0799999237060547,25593.0
CTSO,Cytosorbents Corporation - Common Stock,NASDAQ,0.3847000002861023,27409.0
CTW,CTW - Class A Ordinary Shares,NASDAQ,2.380000114440918,20789.0
CTXR,"Citius Pharmaceuticals, Inc. - Common Stock",NASDAQ,0.7809000015258789,4951559.0
CUB,Lionheart Holdings - Class A Ordinary Shares,NASDAQ,10.859999656677246,15919.0
CULP,"Culp, Inc. - Common Shares",NASDAQ,3.5,7319.0
CUPR,Cuprina Holdings (Cayman) Limited - Class A Ordinary shares,NASDAQ,3.5799999237060547,20294.0
CURI,CuriosityStream Inc.  - Class A Common Stock,NASDAQ,2.609999895095825,267743.0
CURR,Currenc Group Inc. - Ordinary Shares,NASDAQ,3.2699999809265137,109346.0
CURV,Torrid Holdings Inc. Common Stock,NYSE,2.5899999141693115,109509.0
CURX,Curanex Pharmaceuticals Inc - Common Stock,NASDAQ,0.19580000638961792,149314.0
CV,"CapsoVision, Inc. - Common Stock",NASDAQ,6.769999980926514,138956.0
CVGI,"Commercial Vehicle Group, Inc. - Common Stock",NASDAQ,3.799999952316284,919689.0
CVKD,"Cadrenal Therapeutics, Inc. - Common Stock",NASDAQ,1.9600000381469727,32014.0
CVRX,"CVRx, Inc. - Common Stock",NASDAQ,5.579999923706055,173017.0
CVV,CVD Equipment Corporation - Common Stock,NASDAQ,8.1899995803833,124213.0
CWD,CaliberCos Inc. - Class A Common Stock,NASDAQ,0.4422999918460846,277224.0
CWH,"Camping World Holdings, Inc. Class A Common Stock",NYSE,6.489999771118164,1794994.0
CWK,Cushman & Wakefield Ltd. Common Shares,NYSE,14.029999732971191,2467756.0
CX,"Cemex, S.A.B. de C.V. Sponsored ADR",NYSE,11.550000190734863,8114739.0
CXAI,CXApp Inc. - Class A Common Stock,NASDAQ,0.14159999787807465,2600675.0
CXDO,"Crexendo, Inc. - Common Stock",NASDAQ,6.625,997896.0
CXII,Churchill Capital Corp XII - Class A Ordinary Shares,NASDAQ,10.704999923706055,6278.0
CXM,"Sprinklr, Inc. Class A Common Stock",NYSE,6.710000038146973,4090989.0
CYAB,"Cyabra, Inc. - Common Stock",NASDAQ,0.3190000057220459,1114088.0
CYCN,"Cyclerion Therapeutics, Inc. - Common Stock",NASDAQ,3.549999952316284,39955.0
CYCU,"Cycurion, Inc. - Common Stock",NASDAQ,0.7759000062942505,7413062.0
CYN,Cyngn Inc. - Common stock,NASDAQ,1.1200000047683716,58790.0
CYPH,Cypherpunk Technologies Inc. - Common Stock,NASDAQ,0.7329999804496765,1118656.0
DAAQ,Digital Asset Acquisition Corp. - Class A Ordinary shares,NASDAQ,8.300000190734863,8256.0
DAIC,"CID HoldCo, Inc. - Common Stock",NASDAQ,0.7509999871253967,143844.0
DAIO,Data I/O Corporation - Common Stock,NASDAQ,3.0,11143.0
DARE,"Dare Bioscience, Inc. - Common Stock",NASDAQ,1.340000033378601,56194.0
DBCA,D. Boral Acquisition I Corp. - Class A Ordinary Shares,NASDAQ,9.989999771118164,6107.0
DBI,Designer Brands Inc. Class A Common Stock,NYSE,6.670000076293945,317357.0
DCGO,DocGo Inc. - Common Stock,NASDAQ,0.6277999877929688,310359.0
DCH,Dauch Corporation Common Stock,NYSE,6.0,2117589.0
DCOY,Decoy Therapeutics Inc. - Common Stock,NASDAQ,4.190000057220459,15179.0
DCTH,"Delcath Systems, Inc. - Common Stock",NASDAQ,12.630000114440918,420729.0
DCX,Digital Currency X Technology Inc. - Class A Ordinary Shares,NASDAQ,1.0399999618530273,50748.0
DDD,3D Systems Corporation Common Stock,NYSE,3.569999933242798,6893434.0
DDI,"DoubleDown Interactive Co., Ltd. - American Depository Shares",NASDAQ,11.930000305175781,63392.0
DEC,Diversified Energy Company Common Stock,NYSE,13.09000015258789,611951.0
DEFT,"Defi Technologies, Inc. - Common Stock",NASDAQ,0.47999998927116394,1593815.0
DEI,"Douglas Emmett, Inc. Common Stock",NYSE,11.800000190734863,3244287.0
DERM,Journey Medical Corporation - Common Stock,NASDAQ,6.400000095367432,148082.0
DETX,"Liberty Defense Holdings, Ltd. - Common Shares",NASDAQ,3.0999999046325684,10695.0
DFDV,DeFi Development Corp. - Common Stock,NASDAQ,2.799999952316284,538673.0
DFH,"Dream Finders Homes, Inc. Class A Common Stock",NYSE,14.819999694824219,456926.0
DFLI,Dragonfly Energy Holdings Corp - Common Stock,NASDAQ,1.159999966621399,525878.0
DFSC,"DEFSEC Technologies Inc. - common stock, no R/S concurrent with offering",NASDAQ,1.2300000190734863,53470.0
DGAC,Disciplined Growth Acquisition Corporation Class A Ordinary Shares,NYSE,9.960000038146973,150800.0
DGNX,Diginex Limited - Ordinary Shares,NASDAQ,1.3899999856948853,523483.0
DGXX,Digi Power X Inc. - Common Subordinate Voting Shares,NASDAQ,3.75,4421043.0
DH,Definitive Healthcare Corp. - Class A Common Stock,NASDAQ,0.6674000024795532,174119.0
DHC,Diversified Healthcare Trust  - Common Shares of Beneficial Interest,NASDAQ,9.15999984741211,3315903.0
DHX,"DHI Group, Inc. Common Stock",NYSE,4.179999828338623,106013.0
DIBS,"1stdibs.com, Inc. - Common Stock",NASDAQ,4.929999828338623,222600.0
DJT,Trump Media & Technology Group Corp. - Common Stock,NASDAQ,9.960000038146973,4137768.0
DKI,DarkIris Inc. - Class A Ordinary Shares,NASDAQ,3.6649999618530273,2200.0
DLHC,DLH Holdings Corp. - Common Stock,NASDAQ,4.840000152587891,11093.0
DLPN,"Dolphin Entertainment, Inc. - Common Stock",NASDAQ,1.1100000143051147,25976.0
DLTH,Duluth Holdings Inc. - Class B Common Stock,NASDAQ,4.119999885559082,38963.0
DLXY,Delixy Holdings Limited - Class A Ordinary Shares,NASDAQ,0.37700000405311584,27450.0
DMAA,Drugs Made In America Acquisition Corp. - Ordinary Shares,NASDAQ,10.710000038146973,0.0
DMAC,DiaMedica Therapeutics Inc. - Common Stock,NASDAQ,6.664999961853027,125736.0
DMII,Drugs Made In America Acquisition II Corp. - Ordinary Shares,NASDAQ,10.109999656677246,400.0
DMRC,Digimarc Corporation - Common Stock,NASDAQ,7.46999979019165,99946.0
DNA,"Ginkgo Bioworks Holdings, Inc. Class A Common Stock",NYSE,9.369999885559082,844833.0
DNMX,Dynamix Corporation III - Class A Ordinary Shares,NASDAQ,10.024999618530273,12900.0
DNOW,DNOW Inc. Common Stock,NYSE,14.220000267028809,1694295.0
DNUT,"Krispy Kreme, Inc. - Common Stock",NASDAQ,3.0999999046325684,3996998.0
DOGZ,Dogness (International) Corporation - Class A Common Stock,NASDAQ,0.9498000144958496,12054.0
DOLE,Dole plc Ordinary Shares,NYSE,13.770000457763672,611537.0
DOMH,Dominari Holdings Inc. - Common Stock,NASDAQ,2.4700000286102295,44217.0
DOMO,"Domo, Inc. - Class B Common Stock",NASDAQ,3.799999952316284,570857.0
DOUG,Douglas Elliman Inc. Common Stock,NYSE,1.75,117587.0
DPRO,Draganfly Inc. - Common Shares,NASDAQ,4.360000133514404,511743.0
DPU,Top KingWin Ltd - Class A Ordinary Shares,NASDAQ,1.809999942779541,3540.0
DRCT,"Direct Digital Holdings, Inc. - Class A Common Stock",NASDAQ,2.7699999809265137,10515.0
DRDB,Roman DBDR Acquisition Corp. II - Ordinary shares,NASDAQ,10.59000015258789,3500.0
DRH,Diamondrock Hospitality Company - Common Stock,NASDAQ,13.260000228881836,2456339.0
DRIO,DarioHealth Corp. - Common Stock,NASDAQ,7.659999847412109,17005.0
DRMA,"Dermata Therapeutics, Inc. - Common Stock",NASDAQ,1.1699999570846558,64109.0
DRTS,Alpha Tau Medical Ltd. - Ordinary Shares,NASDAQ,13.260000228881836,342061.0
DRVN,Driven Brands Holdings Inc. - Common Stock,NASDAQ,14.609999656677246,737181.0
DSAC,Daedalus Special Acquisition Corp. - Class A Ordinary Shares,NASDAQ,10.170000076293945,37765.0
DSGN,"Design Therapeutics, Inc. - Common Stock",NASDAQ,13.569999694824219,462816.0
DSP,Viant Technology Inc. - common stock,NASDAQ,12.3100004196167,276792.0
DSWL,"Deswell Industries, Inc. - Common Shares",NASDAQ,3.2616000175476074,2675.0
DSX,Diana Shipping inc. common stock,NYSE,2.549999952316284,1018893.0
DSY,Big Tree Cloud Holdings Limited - Class A Ordinary Shares,NASDAQ,3.3399999141693115,31630.0
DTCX,"Datacentrex, Inc. - Common Stock",NASDAQ,1.9600000381469727,68181.0
DTI,Drilling Tools International Corporation  - Common Stock,NASDAQ,2.309999942779541,114755.0
DTIL,"Precision BioSciences, Inc. - Common Stock",NASDAQ,7.46999979019165,266302.0
DTSQ,DT Cloud Star Acquisition Corporation - Ordinary Shares,NASDAQ,11.270000457763672,1830.0
DTSS,Datasea Intelligent Technology Ltd. - Class A Ordinary Shares,NASDAQ,0.8342000246047974,5649.0
DTST,Data Storage Corporation - Common Stock,NASDAQ,3.1600000858306885,11043.0
DUKR,DUKE Robotics Corp. - Common Stock,NASDAQ,5.400000095367432,6725.0
DUO,Fangdd Network Group Ltd. - Class A Ordinary Shares,NASDAQ,0.5968000292778015,3846.0
DUOT,"Duos Technologies Group, Inc. - Common Stock",NASDAQ,8.960000038146973,358227.0
DV,"DoubleVerify Holdings, Inc. Common Stock",NYSE,11.989999771118164,1599408.0
DVLT,Datavault AI Inc. - Common Stock,NASDAQ,0.2824999988079071,155328192.0
DWSN,Dawson Geophysical Company - Common Stock,NASDAQ,4.429999828338623,62659.0
DWTX,"Dogwood Therapeutics, Inc.  - Common Stock",NASDAQ,1.8300000429153442,11954.0
DX,"Dynex Capital, Inc. Common Stock",NYSE,12.850000381469727,4243984.0
DXC,DXC Technology Company Common Stock ,NYSE,11.119999885559082,3615026.0
DXLG,"Destination XL Group, Inc. - Common Stock",NASDAQ,0.5551999807357788,9622.0
DXST,Decent Holding Inc. - Class A Ordinary Shares,NASDAQ,2.5899999141693115,218098.0
DYAI,"Dyadic International, Inc. - Common Stock",NASDAQ,0.9695000052452087,475360.0
DYNC,Dynamix Corporation - Class A Ordinary Share,NASDAQ,10.854999542236328,7977.0
DYOR,Insight Digital Partners II - Class A Ordinary Shares,NASDAQ,10.098999977111816,1000.0
EAF,GrafTech International Ltd. Common Stock,NYSE,7.670000076293945,244938.0
EARN,Ellington Credit Company Common Shares of Beneficial Interest,NYSE,4.269999980926514,334455.0
EBON,Ebang International Holdings Inc. - Class A Ordinary Shares,NASDAQ,1.840000033378601,3118.0
EBS,Emergent BioSolutions Inc. Common Stock,NYSE,7.539999961853027,382118.0
ECC,Eagle Point Credit Company Common Share of Beneficial Interest,NYSE,3.859999895095825,769139.0
ECOR,"electroCore, Inc. - Common Stock",NASDAQ,6.53000020980835,25878.0
ECVT,Ecovyst Inc. Common Stock,NYSE,11.449999809265137,1673416.0
ECX,ECARX Holdings Inc. - Class A Ordinary shares,NASDAQ,1.159999966621399,1490440.0
EDBL,Edible Garden AG Incorporated - Common Stock,NASDAQ,1.9800000190734863,390646.0
EDIT,"Editas Medicine, Inc. - Common Stock",NASDAQ,2.75,1916835.0
EDSA,"Edesa Biotech, Inc. - Common Shares",NASDAQ,5.170000076293945,31066.0
EDTK,Skillful Craftsman Education Technology Limited - Ordinary Share,NASDAQ,0.949999988079071,19904.0
EDUC,Educational Development Corporation - Common Stock,NASDAQ,1.3799999952316284,118457.0
EEIQ,EpicQuest Education Group International Limited - Common Stock,NASDAQ,2.430000066757202,21038.0
EFC,Ellington Financial Inc. Common Stock ,NYSE,13.239999771118164,844808.0
EFOI,"Energy Focus, Inc. - Common Stock",NASDAQ,3.109999895095825,5132.0
EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,NYSE,10.800000190734863,268753.0
EGAN,eGain Corporation - Common Stock,NASDAQ,7.230000019073486,69190.0
EGHA,EGH Acquisition Corp. - Class A ordinary shares,NASDAQ,10.335000038146973,200.0
EGHT,8x8 Inc - Common stock,NASDAQ,2.309999942779541,2655307.0
EGY,"VAALCO Energy, Inc.  Common Stock",NYSE,5.150000095367432,853857.0
EH,EHang Holdings Limited - ADS,NASDAQ,5.349999904632568,318337.0
EHGO,Eshallgo Inc. - Class A Ordinary Shares,NASDAQ,1.9500000476837158,141895.0
EHLD,Euroholdings Ltd. - Common Stock,NASDAQ,8.069999694824219,3753.0
EHTH,"eHealth, Inc. - Common Stock",NASDAQ,1.2599999904632568,419723.0
EIC,Eagle Point Income Company Inc. Common Stock,NYSE,9.949999809265137,110788.0
EIKN,"Eikon Therapeutics, Inc. - Common Stock",NASDAQ,9.550000190734863,264911.0
EJH,E-Home Household Service Holdings Limited - Ordinary shares,NASDAQ,1.2999999523162842,14285.0
ELAB,PMGC Holdings Inc. - Common Stock,NASDAQ,0.9797999858856201,123532.0
ELBM,Electra Battery Materials Corporation - Common Stock,NASDAQ,0.5950000286102295,466772.0
ELDN,"Eledon Pharmaceuticals, Inc. - Common Stock",NASDAQ,3.440000057220459,763364.0
ELOG,Eastern International Ltd. - Ordinary Shares,NASDAQ,0.7429999709129333,656.0
ELPW,Elong Power Holding Limited - Class A Ordinary Shares,NASDAQ,0.14100000262260437,14800087.0
ELSE,"Electro-Sensors, Inc. - Common Stock",NASDAQ,7.740099906921387,0.0
ELTK,Eltek Ltd. - Ordinary Shares,NASDAQ,9.130000114440918,99699.0
ELTX,"Elicio Therapeutics, Inc. - Common Stock",NASDAQ,3.190000057220459,341803.0
ELUT,"Elutia, Inc. - Class A Common Stock",NASDAQ,0.871999979019165,39023.0
ELVA,Electrovaya Inc. - Common Shares,NASDAQ,9.3100004196167,624322.0
ELWT,"Elauwit Connection, Inc. - Common Stock",NASDAQ,8.40999984741211,10571.0
EMAT,Evolution Metals & Technologies Corp. - Common Stock,NASDAQ,2.7300000190734863,288901.0
EMBC,Embecta Corp. - Common Stock,NASDAQ,3.569999933242798,1090543.0
EMIS,Emmis Acquisition Corp. - Class A Ordinary Share,NASDAQ,10.220000267028809,100.0
EMPD,Empery Digital Inc. - Common stock,NASDAQ,2.8499999046325684,267840.0
ENGN,enGene Therapeutics Inc. - Common Stock,NASDAQ,1.7999999523162842,156064.0
ENGS,Energys Group Limited - Ordinary Shares,NASDAQ,2.6600000858306885,3016120.0
ENHA,Enhanced Group Inc. Class A Common Stock,NYSE,2.680000066757202,136338.0
ENLV,Enlivex Ltd. - Ordinary Shares,NASDAQ,2.180000066757202,279483.0
ENSC,"Ensysce Biosciences, Inc. - Common Stock",NASDAQ,0.3619999885559082,7565164.0
ENTA,"Enanta Pharmaceuticals, Inc. - Common Stock",NASDAQ,13.220000267028809,225736.0
ENTX,Entera Bio Ltd. - Ordinary Shares,NASDAQ,2.809999942779541,307644.0
ENVB,"Enveric Biosciences, Inc.  - Common Stock",NASDAQ,1.6699999570846558,410638.0
ENVX,Enovix Corporation - Common Stock,NASDAQ,4.289999961853027,5118212.0
EOLS,"Evolus, Inc. - Common Stock",NASDAQ,6.179999828338623,1148605.0
EOSE,"Eos Energy Enterprises, Inc. - Common Stock",NASDAQ,3.819999933242798,48459911.0
EPOW,E-Power Inc. - Class A Ordinary Shares,NASDAQ,0.42100000381469727,5252.0
EPRX,Eupraxia Pharmaceuticals Inc. - Common Stock,NASDAQ,6.480000019073486,96249.0
EPSM,Epsium Enterprise Limited - Class A Ordinary Shares,NASDAQ,1.4049999713897705,11196.0
EPSN,Epsilon Energy Ltd. - Common Shares,NASDAQ,5.440000057220459,107493.0
EQ,"Equillium, Inc. - Common Stock",NASDAQ,2.190000057220459,322231.0
EQS,"Equus Total Return, Inc. Common Stock",NYSE,1.1799999475479126,2021.0
ERII,"Energy Recovery, Inc. - Common Stock",NASDAQ,8.859999656677246,882213.0
ERNA,Ernexa Therapeutics Inc. - Common Stock,NASDAQ,4.099999904632568,85609.0
EROC,"ERock, Inc. Class A Common Stock",NYSE,10.729999542236328,1240406.0
ESLA,"Estrella Immunopharma, Inc. - Common Stock",NASDAQ,0.746999979019165,99369.0
ESRT,"Empire State Realty Trust, Inc. Class A Common Stock",NYSE,4.889999866485596,1756521.0
ETS,Elite Express Holding Inc. - Class A Common Stock,NASDAQ,1.100000023841858,174997.0
EU,enCore Energy Corp. - Common Stock,NASDAQ,1.149999976158142,2252832.0
EURK,Eureka Acquisition Corp - Class A Ordinary Share,NASDAQ,11.899999618530273,12100.0
EVAC,EQV Ventures Acquisition Corp. II Class A Ordinary Shares,NYSE,10.260000228881836,2000.0
EVC,Entravision Communications Corporation Common Stock,NYSE,11.600000381469727,1379933.0
EVCM,EverCommerce Inc. - Common Stock,NASDAQ,11.850000381469727,105091.0
EVEX,"Eve Holding, Inc. Common Stock",NYSE,2.6600000858306885,1471859.0
EVF,Eaton Vance Senior Income Trust Common Stock,NYSE,4.989999771118164,14505.0
EVGN,Evogene Ltd. - Ordinary Shares,NASDAQ,0.6309999823570251,141906.0
EVGO,EVgo Inc. - Common Stock,NASDAQ,1.5299999713897705,9654934.0
EVH,"Evolent Health, Inc Class A Common Stock",NYSE,3.0799999237060547,2744718.0
EVLV,"Evolv Technologies Holdings, Inc. - Class A Common Stock",NASDAQ,5.985000133514404,1409183.0
EVMN,"Evommune, Inc. Common Stock",NYSE,13.020000457763672,595446.0
EVN,Eaton Vance Municipal Income Trust Common Stock,NYSE,10.5,115168.0
EVOX,Evolution Global Acquisition Corp - Class A Ordinary Shares,NASDAQ,10.069999694824219,300.0
EVTL,Vertical Aerospace Ltd. Ordinary Shares,NYSE,1.2999999523162842,2009914.0
EXFY,"Expensify, Inc. - Class A Common Stock",NASDAQ,2.0199999809265137,573490.0
EXK,Endeavour Silver Corporation Ordinary Shares (Canada),NYSE,8.960000038146973,7221376.0
EXOZ,eXoZymes Inc. - Common Stock,NASDAQ,5.440000057220459,8395.0
EXYN,"Exyn Technologies, Inc. - Common Stock",NASDAQ,2.0199999809265137,191993.0
EYPT,"EyePoint, Inc. - Common Stock",NASDAQ,12.25,2449109.0
EZGO,EZGO Technologies Ltd. - Ordinary Shares,NASDAQ,0.932699978351593,19058.0
EZRA,"Reliance Global Group, Inc. - Common Stock",NASDAQ,2.380000114440918,632812.0
F,Ford Motor Company Common Stock,NYSE,14.130000114440918,36430932.0
FABC,"Fabric.AI, Inc. - Common Stock",NASDAQ,2.740000009536743,261116.0
FAC,Factorial Energy Inc. - Class A Common Stock,NASDAQ,6.170000076293945,401318.0
FACT,FACT II Acquisition Corp. - Class A Ordinary Shares,NASDAQ,10.65999984741211,640.0
FAMI,"Farmmi, Inc. - Class A Ordinary Shares",NASDAQ,0.1599999964237213,2835224.0
FATE,"Fate Therapeutics, Inc. - Common Stock",NASDAQ,2.5999999046325684,3383423.0
FATN,"FatPipe, Inc. - common stock",NASDAQ,6.610000133514404,119611.0
FBGL,FBS Global Limited - Ordinary Shares,NASDAQ,0.41029998660087585,326296.0
FBIO,"Fortress Biotech, Inc. - Common Stock",NASDAQ,2.7899999618530273,679665.0
FBLG,"FibroBiologics, Inc. - Common Stock",NASDAQ,0.8679999709129333,162807.0
FBRT,"Franklin BSP Realty Trust, Inc. Common Stock",NYSE,7.550000190734863,880020.0
FBYD,"Falcon's Beyond Global, Inc. - Class A Common Stock",NASDAQ,9.600000381469727,211052.0
FCBM,"First Carolina Financial Services, Inc. Common Stock",NYSE,12.600000381469727,68140.0
FCHL,Fitness Champs Holdings Limited - Ordinary Shares,NASDAQ,1.2599999904632568,78576.0
FCRS,FutureCrest Acquisition Corp. Class A Ordinary Shares,NYSE,10.258999824523926,1811.0
FCUV,Focus Universal Inc. - Common Stock,NASDAQ,10.210000038146973,294537.0
FDMT,"4D Molecular Therapeutics, Inc. - Common Stock",NASDAQ,10.279999732971191,660038.0
FEAM,"5E Advanced Materials, Inc. - Common Stock",NASDAQ,1.3600000143051147,113755.0
FEBO,Fenbo Holdings Limited - Class A Ordinary Shares,NASDAQ,0.8100000023841858,4143.0
FEED,"ENvue Medical, Inc. - Common Stock",NASDAQ,0.38999998569488525,243304.0
FEMY,Femasys Inc. - Common Stock,NASDAQ,3.009999990463257,30408.0
FENC,Fennec Pharmaceuticals Inc. - Common Stock,NASDAQ,10.520000457763672,153415.0
FERA,Fifth Era Acquisition Corp I - Class A Ordinary Shares,NASDAQ,10.45009994506836,129886.0
FF,FutureFuel Corp.  Common shares,NYSE,4.949999809265137,142865.0
FFAI,Faraday Future Intelligent Electric Inc. - Class A Common Stock,NASDAQ,4.849999904632568,600978.0
FGBI,"First Guaranty Bancshares, Inc. - Common Stock",NASDAQ,9.399999618530273,8275.0
FGI,FGI Industries Ltd. - Ordinary Shares,NASDAQ,4.480000019073486,14029.0
FGII,FG Imperii Acquisition Corp. - Class A Ordinary Shares,NASDAQ,9.970000267028809,100111.0
FGL,Founder Group Limited - Class A Ordinary Shares,NASDAQ,0.8331999778747559,8717290.0
FGNX,FG Nexus Inc. - Common Stock,NASDAQ,7.820000171661377,61972.0
FHTX,Foghorn Therapeutics Inc. - Common Stock,NASDAQ,4.880000114440918,158839.0
FIEE,"FiEE, Inc - Common Stock",NASDAQ,3.1500000953674316,50589.0
FIGS,"FIGS, Inc. Class A Common Stock",NYSE,10.920000076293945,1741499.0
FIGX,FIGX Capital Acquisition Corp. - Class A ordinary share,NASDAQ,10.270000457763672,5029.0
FINS,Angel Oak Financial Strategies Income Term Trust Common Shares of Beneficial Interest,NYSE,12.5,55892.0
FINW,FinWise Bancorp - Common Stock,NASDAQ,14.100000381469727,24257.0
FIP,FTAI Infrastructure Inc. - Common Stock,NASDAQ,3.4100000858306885,2479530.0
FIRY,Firy Inc. Class A Common Stock,NYSE,9.880000114440918,253865.0
FISN,"Deep Fission, Inc. - Common Stock",NASDAQ,8.699999809265137,422797.0
FKWL,Franklin Wireless Corp. - common stock,NASDAQ,2.25,16872.0
FLD,"Fold Holdings, Inc. - Class A Common Stock",NASDAQ,0.4641999900341034,68767.0
FLG,"Flagstar Bank, N.A. Common Stock",NYSE,14.300000190734863,2483196.0
FLL,"Full House Resorts, Inc. - Common Stock",NASDAQ,2.2200000286102295,65449.0
FLNA,"Filana Therapeutics, Inc. - Common Stock",NASDAQ,0.9598000049591064,171730.0
FLNC,"Fluence Energy, Inc. - Class A Common Stock",NASDAQ,14.229999542236328,13255448.0
FLNT,"Fluent, Inc. - Common Stock",NASDAQ,3.484999895095825,5868.0
FLO,"Flowers Foods, Inc. Common Stock",NYSE,7.389999866485596,3421224.0
FLUX,"Flux Power Holdings, Inc. - Common Stock",NASDAQ,0.5389000177383423,95523.0
FLWS,"1-800-FLOWERS.COM, Inc. - Class A Common Stock",NASDAQ,4.130000114440918,265075.0
FLYE,"Fly-E Group, Inc. - Common Stock",NASDAQ,1.7400000095367432,34426.0
FLZH,"Flash Sports & Media Holdings, Inc. - Common Stock",NASDAQ,1.4700000286102295,4876759.0
FMAC,Future Money Acquisition Corporation - Ordinary Shares,NASDAQ,10.029999732971191,225.0
FMC,FMC Corporation Common Stock,NYSE,10.779999732971191,2647172.0
FMFC,Kandal M Venture Limited - Class A ordinary Shares,NASDAQ,0.30720001459121704,2283238.0
FMST,Foremost Clean Energy Ltd. - Common Shares,NASDAQ,1.4800000190734863,98401.0
FNGR,"FingerMotion, Inc. - common stock",NASDAQ,0.29089999198913574,6715629.0
FNKO,"Funko, Inc. - Class A Common Stock",NASDAQ,5.630000114440918,655991.0
FNUC,Frontier Nuclear and Minerals Inc. - Common Shares,NASDAQ,1.6799999475479126,136607.0
FNWB,First Northwest Bancorp - Common Stock,NASDAQ,11.109999656677246,21422.0
FOFO,"Hang Feng Technology Innovation Co., Ltd. - Ordinary Shares",NASDAQ,2.5999999046325684,10849.0
FORR,"Forrester Research, Inc. - Common Stock",NASDAQ,11.630000114440918,140183.0
FOSL,"Fossil Group, Inc. - Common Stock",NASDAQ,5.909999847412109,836248.0
FOXX,Foxx Development Holdings Inc. - Common Stock,NASDAQ,2.6500000953674316,2022.0
FPH,"Five Point Holdings, LLC Class A Common Shares",NYSE,5.159999847412109,246400.0
FPI,Farmland Partners Inc. Common Stock,NYSE,9.880000114440918,405547.0
FRGT,"Freight Technologies, Inc. - Ordinary Shares",NASDAQ,3.4200000762939453,12098.0
FRMI,Fermi Inc. - Common Stock,NASDAQ,6.190000057220459,11327958.0
FRMM,"Forum Markets, Incorporated - Common Stock",NASDAQ,6.230000019073486,249986.0
FRNM,"Freenome, Inc. - Common stock",NASDAQ,10.90999984741211,1224393.0
FRSH,Freshworks Inc. - Class A Common Stock,NASDAQ,11.520000457763672,9754634.0
FRTT,Fort Technology Inc. - Common Shares,NASDAQ,0.979200005531311,201075.0
FSHP,Flag Ship Acquisition Corp. - Ordinary Shares,NASDAQ,11.1850004196167,0.0
FSK,FS KKR Capital Corp. Common Stock,NYSE,11.039999961853027,2638347.0
FSM,Fortuna Mining Corp. Common Shares,NYSE,9.600000381469727,8443477.0
FT,Franklin Universal Trust Common Stock,NYSE,7.889999866485596,50655.0
FTCI,"FTC Solar, Inc. - Common Stock",NASDAQ,2.950000047683716,424943.0
