volume_bucket,events,avg_gap_pct,avg_max_gain,median_max_gain,avg_max_dd,median_max_dd,avg_dd_before_peak,median_dd_before_peak,median_risk_reward,avg_close_vs_open,pct_green_close,tp_before_sl_%,sl_first_%,avg_trade_return
2-3x,45.0,9.844196689089134,8.628141388662858,5.337080344785417,7.603388559398823,6.392002105712891,4.079804648597464,2.5280875173004156,1.7745223955051177,-1.2208833859527415,44.44444444444444,26.666666666666668,51.11111111111111,0.232469351279868
3-5x,52.0,15.731892909476915,18.16665828373853,11.850068375119147,10.046295096669905,9.347249241812282,5.544294770066861,4.96813823731357,2.4639285425385618,-0.34823035295966237,38.46153846153847,34.61538461538461,59.61538461538461,0.352446398288539
5-10x,47.0,28.628708263516952,22.2540166653889,11.453125881846082,12.376657034704081,10.663012365633769,6.85011249017656,5.965803642322804,2.1538479878369725,1.0733168002606917,51.06382978723404,36.17021276595745,57.446808510638306,0.7830837282481391
10x+,120.0,62.40085002027298,39.017306166445174,19.379854042930802,21.64582326863974,17.17150666793559,7.845233945490224,6.6130581739469285,2.747226524205594,-4.456589377028405,32.5,31.666666666666664,65.83333333333333,-0.12194327320297742
