min_gain_from_open_pct,min_volume_mult,take_profit_pct,stop_loss_pct,rr_ratio,sessions_scanned,entries_triggered,num_trades,win_rate_pct,avg_profit_pct,median_profit_pct,total_return_pct,tp_hit_pct,sl_hit_pct,eod_exit_pct,avg_win_pct,avg_loss_pct,profit_factor,expectancy_r,median_minutes_held,ambiguous_excluded
5.0,1.5,15.0,10.0,1.5,2106,685,685,42.33576642335766,-0.2310023258798053,-0.5882300692582612,-158.23659322766662,14.16058394160584,22.043795620437955,63.7956204379562,6.695654747484007,-5.316396126577288,0.9246483970233176,-0.04345092434421836,50.0,0
2.0,2.0,20.0,5.0,4.0,2106,581,581,34.251290877796905,-0.2389259808330674,-2.2908321026913465,-138.81599486401217,8.261617900172118,45.955249569707405,45.78313253012048,6.8305005128375536,-3.9216900442897527,0.9073377414818393,-0.06092423881916927,15.0,0
2.0,5.0,15.0,10.0,1.5,2106,244,244,41.39344262295082,-0.2444612605568566,-3.7432612575216284,-59.64854757587301,28.278688524590162,44.67213114754098,27.049180327868854,11.313416683800712,-8.407717710767447,0.9503881166482794,-0.02907581688236087,15.0,0
2.0,2.0,10.0,5.0,2.0,2106,581,581,38.7263339070568,-0.2586435821410105,-1.362095088880893,-150.2719212239271,16.69535283993115,41.480206540447504,41.82444061962134,5.412505225310037,-3.8429370699963075,0.8901589772143045,-0.0673036215347807,10.0,0
2.0,2.0,20.0,8.0,2.5,2106,581,581,39.070567986230635,-0.26106523160066886,-1.257148629318474,-151.6788995599886,11.359724612736661,33.3907056798623,55.24956970740104,7.742243088829588,-5.393130171537585,0.9205523593802991,-0.04840699617792444,35.0,0
2.0,1.5,5.0,5.0,1.0,2106,911,911,46.212952799121844,-0.2716760463879731,-0.11441909775423878,-247.49687825944352,23.380900109769485,27.552140504939626,49.066959385290886,3.1188304135124345,-3.184743841526895,0.8414014768374375,-0.08530546251334319,15.0,0
5.0,3.0,10.0,8.0,1.25,2106,315,315,42.22222222222222,-0.2745424090943273,-1.9102178048166656,-86.4808588647131,31.11111111111111,40.0,28.888888888888886,7.906924842873911,-6.25330693937881,0.924013076791506,-0.04390355563157432,10.0,0
5.0,1.5,10.0,10.0,1.0,2106,685,685,45.69343065693431,-0.2886564813475195,-0.3592273105596882,-197.72968972305083,20.0,19.854014598540147,60.14598540145985,5.584511480138897,-5.230327373673456,0.8983751138289874,-0.055188989278272496,40.0,0
2.0,5.0,15.0,8.0,1.875,2106,244,244,37.295081967213115,-0.2980257417021111,-7.999999999999989,-72.71828097531511,25.0,52.459016393442624,22.540983606557376,11.1298359713271,-7.094989244222754,0.9330114724869228,-0.04200510126844589,10.0,0
5.0,1.5,5.0,10.0,0.5,2106,685,685,53.13868613138686,-0.30556386731120755,0.34455372409337626,-209.31124910817718,35.32846715328467,15.766423357664234,48.9051094890511,3.779282259123555,-4.937601219405456,0.8679399293109369,-0.06188508422071415,20.0,0
5.0,2.0,5.0,10.0,0.5,2106,473,473,56.236786469344615,-0.3182864749355637,1.0344845351840608,-150.54950264452165,42.49471458773784,19.027484143763214,38.47780126849894,4.095852896877557,-5.990562189439381,0.8785936510952185,-0.05313131971097192,10.0,0
2.0,3.0,5.0,8.0,0.625,2106,356,356,54.7752808988764,-0.3215954295304487,0.9224657005303102,-114.48797291283972,45.78651685393258,29.49438202247191,24.719101123595504,4.384889977465107,-6.021997009431898,0.8819153478978623,-0.05340345221473089,5.0,0
