at,elapsed_s,ok,tickers_returned
2026-08-06 09:31:26.312493-04:00,0.3509190082550049,True,11
2026-08-06 09:31:46.325168-04:00,0.34145522117614746,True,11
2026-08-06 09:32:06.338445-04:00,0.42147207260131836,True,10
2026-08-06 09:32:26.352040-04:00,0.30394506454467773,True,10
2026-08-06 09:32:46.365065-04:00,0.5744950771331787,True,11
2026-08-06 09:33:06.380511-04:00,0.3988940715789795,True,11
2026-08-06 09:33:26.396021-04:00,0.4051661491394043,True,11
2026-08-06 09:33:46.410890-04:00,0.5306270122528076,True,10
2026-08-06 09:34:06.426820-04:00,0.36316514015197754,True,11
2026-08-06 09:34:26.443084-04:00,0.38387012481689453,True,11
2026-08-06 09:34:46.457931-04:00,0.4592287540435791,True,11
2026-08-06 09:35:06.475661-04:00,0.48834681510925293,True,11
2026-08-06 09:35:26.494381-04:00,0.610090970993042,True,11
2026-08-06 09:35:46.509684-04:00,0.3682229518890381,True,9
2026-08-06 09:36:06.526624-04:00,0.32479214668273926,True,11
2026-08-06 09:36:26.543467-04:00,0.46524810791015625,True,10
2026-08-06 09:36:46.570426-04:00,0.3337130546569824,True,10
2026-08-06 09:37:06.587624-04:00,0.3845539093017578,True,11
2026-08-06 09:37:26.605416-04:00,0.6369960308074951,True,9
2026-08-06 09:37:46.620971-04:00,0.5000400543212891,True,11
2026-08-06 09:38:06.641322-04:00,0.3676271438598633,True,11
2026-08-06 09:38:26.658939-04:00,0.810291051864624,True,11
2026-08-06 09:38:46.675031-04:00,0.3980841636657715,True,10
2026-08-06 09:39:06.694335-04:00,0.4681248664855957,True,11
2026-08-06 09:39:26.713573-04:00,0.35172200202941895,True,11
2026-08-06 09:39:46.729413-04:00,0.3554708957672119,True,10
2026-08-06 09:40:06.748444-04:00,0.3819739818572998,True,10
2026-08-06 09:40:26.765106-04:00,0.7859981060028076,True,11
2026-08-06 09:40:46.781704-04:00,0.4891340732574463,True,9
2026-08-06 09:41:06.803529-04:00,0.3586411476135254,True,11
2026-08-06 09:41:26.822378-04:00,0.3897409439086914,True,10
2026-08-06 09:41:46.859675-04:00,0.42713189125061035,True,11
2026-08-06 09:42:06.880231-04:00,0.5286281108856201,True,11
2026-08-06 09:42:26.908397-04:00,0.5608499050140381,True,11
2026-08-06 09:42:46.926986-04:00,0.5203218460083008,True,10
2026-08-06 09:43:06.948373-04:00,0.46258997917175293,True,11
2026-08-06 09:43:26.970209-04:00,0.4122188091278076,True,11
2026-08-06 09:43:46.987740-04:00,0.30202698707580566,True,11
2026-08-06 09:44:07.006593-04:00,0.39394307136535645,True,10
2026-08-06 09:44:27.026676-04:00,0.34302520751953125,True,11
2026-08-06 09:44:47.046439-04:00,0.35558509826660156,True,11
2026-08-06 09:45:07.066725-04:00,0.388164758682251,True,11
2026-08-06 09:45:27.087871-04:00,0.3209061622619629,True,11
2026-08-06 09:45:47.107751-04:00,0.33716511726379395,True,11
2026-08-06 09:46:07.128404-04:00,0.39530491828918457,True,11
2026-08-06 09:46:27.148752-04:00,0.31892991065979004,True,11
2026-08-06 09:46:47.205998-04:00,0.3741590976715088,True,11
2026-08-06 09:47:07.227322-04:00,0.3428008556365967,True,10
2026-08-06 09:47:27.247429-04:00,0.789902925491333,True,11
2026-08-06 09:47:47.269527-04:00,0.3295588493347168,True,11
2026-08-06 09:48:07.289430-04:00,0.3857731819152832,True,11
2026-08-06 09:48:27.310751-04:00,0.3660721778869629,True,11
2026-08-06 09:48:47.331620-04:00,0.4883148670196533,True,10
2026-08-06 09:49:07.354837-04:00,0.41403794288635254,True,10
2026-08-06 09:49:27.377623-04:00,0.6226840019226074,True,11
2026-08-06 09:49:47.400814-04:00,0.6517770290374756,True,11
2026-08-06 09:50:07.423443-04:00,0.856482982635498,True,11
2026-08-06 09:50:27.445709-04:00,0.4632148742675781,True,10
2026-08-06 09:50:47.468653-04:00,0.381641149520874,True,11
2026-08-06 09:51:07.489986-04:00,0.37180185317993164,True,11
2026-08-06 09:51:27.511975-04:00,0.3720250129699707,True,11
2026-08-06 09:51:47.584337-04:00,0.38761329650878906,True,11
2026-08-06 09:52:07.606640-04:00,0.3857920169830322,True,10
2026-08-06 09:52:27.628670-04:00,0.44312119483947754,True,11
2026-08-06 09:52:47.652407-04:00,0.4268832206726074,True,11
2026-08-06 09:53:07.676527-04:00,0.5295810699462891,True,11
