ticker,date,prior_close,open_price,gap_pct,high,low,close_price,volume,avg_volume,volume_ratio,daily_gain_high_from_open,daily_drawdown_low_from_open,close_vs_open_pct,gap_bucket,price_bucket
ZCMD,2026-07-06,1.1100000143051147,2.509999990463257,126.12612235276175,3.109999895095825,1.8700000047683716,2.240000009536743,36467700.0,5011226.6,7.277200356495554,23.90437876144492,25.49800749508226,-10.756971392525037,50%+,$1-3
KIDZ,2026-07-06,0.6800000071525574,1.1749999523162842,72.7941088172186,1.6799999475479126,1.0,1.0499999523162842,188297900.0,1719990.0,109.4761597451148,42.97872474259416,14.89361356749894,-10.638298304062632,50%+,$1-3
SEER,2026-07-06,1.6200000047683716,2.244999885559082,38.58023944142354,2.3399999141693115,2.1500000953674316,2.190000057220459,29238400.0,871280.0,33.557983656229915,4.231627325298113,4.231616705316321,-2.449881119923808,20-50%,$1-3
LUCY,2026-07-06,0.7599999904632568,1.0499999523162842,38.15789019632202,1.5700000524520874,0.9710000157356262,1.2400000095367432,195702200.0,64160.0,3050.2213216957607,49.52382130958109,7.523803825551162,18.095244366566085,20-50%,$1-3
SJ,2026-07-06,0.8669999837875366,1.024999976158142,18.223759553071027,1.149999976158142,0.959999978542328,0.9789999723434448,70400.0,94190.0,0.7474254167109035,12.195122234882314,6.341463329535306,-4.487805354602287,10-20%,$1-3
PEW,2026-07-06,2.3499999046325684,2.7300000190734863,16.170218292001696,3.0,2.6500000953674316,2.8499999046325684,10789200.0,296990.0,36.328495908953165,9.890109122348903,2.930400115279312,4.395600172918968,10-20%,$1-3
CRE,2026-07-06,2.490000009536743,2.859999895095825,14.859433098071328,3.2200000286102295,2.5199999809265137,2.75,3692300.0,169450.0,21.789908527589255,12.587417717452132,11.888109323092117,-3.846150319251659,10-20%,$1-3
QTEX,2026-07-06,1.4299999475479126,1.600000023841858,11.888117659406376,1.75,1.5700000524520874,1.659999966621399,11295400.0,11208150.0,1.00778451394744,9.374998370185518,1.8749981839210064,3.749996367842013,10-20%,$1-3
BJDX,2026-07-06,1.1399999856948853,1.2400000095367432,8.77193202602569,2.0899999141693115,1.0950000286102295,1.159999966621399,27566800.0,506220.0,54.45616530362293,68.54837887865206,11.693546758978238,-6.451616314521787,5-10%,$1-3
ELAB,2026-07-06,1.1799999475479126,1.2799999713897705,8.474578668385705,1.4500000476837158,1.2599999904632568,1.340000033378601,14846900.0,4126880.0,3.597608847361687,13.281256257323689,1.5624985448084443,4.687504947651288,5-10%,$1-3
GRNQ,2026-07-06,1.4900000095367432,1.6100000143051147,8.05369154364508,1.6200000047683716,1.4299999475479126,1.4299999475479126,13400.0,82950.0,0.161543098251959,0.621117414559334,11.180128270675278,-11.180128270675278,5-10%,$1-3
PMAX,2026-07-06,1.8200000524520872,1.940000057220459,6.593406665384184,1.950000047683716,1.8200000524520872,1.8799999952316284,38300.0,106820.0,0.3585470885601947,0.5154634107374384,6.18556707365782,-3.0927866092331895,5-10%,$1-3
VCIG,2026-07-06,2.319999933242798,2.4700000286102295,6.465521538087627,2.559999942779541,2.049999952316284,2.119999885559082,44300.0,94460.0,0.4689815795045522,3.64372117922407,17.00405147486021,-14.170046113241488,5-10%,$1-3
NYXH,2026-07-06,1.7200000286102295,1.830000042915344,6.395349562522706,1.8600000143051147,1.7200000286102295,1.7699999809265137,481800.0,130200.0,3.700460829493088,1.6393426604503258,6.010929602486536,-3.2786918350693264,5-10%,$1-3
CSTE,2026-07-06,2.2100000381469727,2.3499999046325684,6.334835478237455,2.4600000381469727,2.1500000953674316,2.3499999046325684,293200.0,224280.0,1.3072944533618691,4.680856935251802,8.510630526872616,0.0,5-10%,$1-3
RAIN,2026-07-06,1.965000033378601,2.0850000381469727,6.106870367938101,2.0850000381469727,1.9299999475479128,1.950000047683716,15900.0,79110.0,0.2009859689040576,0.0,7.434056967059586,-6.474819568024421,5-10%,$1-3
CNET,2026-07-06,1.0299999713897705,1.090000033378601,5.82524889858715,1.090000033378601,1.0299999713897705,1.0399999618530271,12900.0,418140.0,0.0308509111780743,0.0,5.504592674447205,-4.587162384811293,5-10%,$1-3
ONCO,2026-07-06,0.9559999704360962,1.0099999904632568,5.648537834423529,1.2100000381469729,0.9800000190734864,1.100000023841858,2369400.0,496820.0,4.769131677468701,19.801985106156465,2.9702942250534496,8.910894478060415,5-10%,$1-3
AIXC,2026-07-06,1.100000023841858,1.159999966621399,5.454540134461573,1.159999966621399,1.0399999618530271,1.090000033378601,65900.0,106560.0,0.6184309309309309,0.0,10.344828294942287,-6.034477177329475,5-10%,$1-3
VRXA,2026-07-06,2.0399999618530273,2.1500000953674316,5.39216350839958,2.299999952316284,2.049999952316284,2.190000057220459,1037000.0,1004550.0,1.0323030212532975,6.976737223038021,4.651169237927759,1.8604632594768056,5-10%,$1-3
WRAP,2026-07-06,1.409999966621399,1.4800000190734863,4.964542844622862,1.8200000524520872,1.465000033378601,1.6799999475479126,2431900.0,212000.0,11.47122641509434,22.972974932219852,1.0135125338900728,13.513508506549265,,$1-3
ESLA,2026-07-06,0.9829999804496764,1.0299999713897705,4.781280963870793,1.0299999713897705,0.949999988079071,1.0199999809265137,37100.0,49920.0,0.7431891025641025,0.0,7.766988886684739,-0.9708728874782327,,$1-3
CANG,2026-07-06,2.0999999046325684,2.200000047683716,4.761911790117163,2.299999952316284,2.0999999046325684,2.299999952316284,79460.0,355945.0,0.2232367360125862,4.545450112051311,4.545460949259217,4.545450112051311,,$1-3
YDES,2026-07-06,1.899999976158142,1.9800000190734863,4.2105286273269735,3.049999952316284,1.955999970436096,2.3399999141693115,4861600.0,128730.0,37.76586654237551,54.040400148253006,1.2121236568785807,18.18181270848079,,$1-3
HMR,2026-07-06,1.2000000476837158,1.25,4.166662527455388,1.2799999713897705,1.1399999856948853,1.159999966621399,135000.0,148690.0,0.9079292487726142,2.3999977111816406,8.80000114440918,-7.200002670288086,,$1-3
TDTH,2026-07-07,1.8200000524520872,3.0,64.83516008464383,3.1600000858306885,2.369999885559082,2.559999942779541,40655800.0,2371800.0,17.14132726199511,5.333336194356283,21.000003814697266,-14.6666685740153,50%+,$3-7
CPOP,2026-07-07,0.9200000166893004,1.2899999618530271,40.217384614318114,1.2999999523162842,0.800000011920929,1.0199999809265137,44147360.0,1555775.0,28.376442608989088,0.7751930820906612,37.98449336604904,-20.930231698508795,20-50%,$1-3
BJDX,2026-07-07,1.159999966621399,1.5299999713897705,31.896553053016792,1.7999999523162842,1.2599999904632568,1.4500000476837158,89791200.0,3254870.0,27.586723893734614,17.647057906887415,17.647057906887415,-5.22875328117732,20-50%,$1-3
XWEL,2026-07-07,1.090000033378601,1.1799999475479126,8.256872606723206,1.1799999475479126,0.8500000238418579,0.949999988079071,3239800.0,51000.0,63.52549019607843,0.0,27.96609647244543,-19.49152285530103,5-10%,$1-3
AIHS,2026-07-07,1.340000033378601,1.4450000524520874,7.835822123731233,1.47599995136261,1.350000023841858,1.4199999570846558,65900.0,44200.0,1.490950226244344,2.1453216460385107,6.574396204970342,-1.7301103432493186,5-10%,$1-3
CRE,2026-07-07,2.75,2.940000057220459,6.909092989834872,3.680000066757202,2.8299999237060547,3.2799999713897705,3672000.0,521500.0,7.041227229146692,25.170067861711388,3.7415010671258577,11.564622705849704,5-10%,$1-3
PALI,2026-07-07,2.0399999618530273,2.1700000762939453,6.372554748620328,2.1700000762939453,1.9900000095367432,2.0799999237060547,5411600.0,6053840.0,0.8939119633158458,0.0,8.294933660307374,-4.147472323669141,5-10%,$1-3
TVRD,2026-07-07,2.009999990463257,2.130000114440918,5.970155450100474,3.859999895095825,2.059999942779541,3.0999999046325684,70894200.0,733510.0,96.65062507668608,81.22064261527035,3.286392859173652,45.53989380635577,5-10%,$1-3
BNRG,2026-07-07,0.9629999995231628,1.0199999809265137,5.919001187079422,1.0299999713897705,0.8989999890327454,0.9700000286102296,710800.0,750680.0,0.9468748334843076,0.9803912402207476,11.862744525137968,-4.901956201103737,5-10%,$1-3
BTBD,2026-07-07,1.0700000524520874,1.128999948501587,5.51400870628849,1.128999948501587,1.0579999685287476,1.0700000524520874,7000.0,46290.0,0.1512205659969756,0.0,6.288749620145759,-5.2258546271684425,5-10%,$1-3
IBG,2026-07-07,1.0099999904632568,1.059999942779541,4.950490375089083,1.059999942779541,1.0199999809265137,1.0499999523162842,37500.0,97420.0,0.3849312256210224,0.0,3.773581510593208,-0.943395377648302,,$1-3
NTRP,2026-07-07,2.049999952316284,2.1500000953674316,4.878055872057842,2.1500000953674316,2.0199999809265137,2.0299999713897705,20100.0,72370.0,0.2777393947768412,0.0,6.046516682535364,-5.5814008676661615,,$1-3
ABLV,2026-07-07,1.1100000143051147,1.159999966621399,4.504500150622547,1.190000057220459,1.118000030517578,1.1399999856948853,97100.0,112370.0,0.8641096378036842,2.5862147812329632,3.620684251065048,-1.72413633637985,,$1-3
ISPR,2026-07-07,1.1200000047683716,1.1699999570846558,4.464281437804522,1.225000023841858,1.0099999904632568,1.100000023841858,226200.0,315410.0,0.7171617894169494,4.700860579025012,13.675211323945549,-5.982900496613692,,$1-3
OIO,2026-07-07,2.2899999618530273,2.390000104904175,4.366818546591988,2.4000000953674316,2.2049999237060547,2.2100000381469727,6300.0,31020.0,0.2030947775628626,0.4184096244488565,7.740593015812339,-7.531383215751747,,$1-3
