signal_i,signal_time,signal_volume,signal_multiple,entry_i,entry_time,fill,detected_at,gap_pct,open_price,outcome,exit_price,exit_time,return_pct,minutes_held,ticker
14,09:44,33160.0,6.067855922456069,34,10:04,1.2600000500679016,10:05:48,8.461539872299337,1.409999966621399,EODT,1.2350000143051147,14:30,-2.9841297436011693,266.0,EVTL
16,10:15,10738.0,6.856198989506413,21,10:20,1.2400000095367432,10:20:50,8.65384968074834,1.1299999952316284,EODT,1.225000023841858,14:35,-2.209676256413027,255.0,BRLT
