ticker,date,prior_close,open_price,gap_pct,high,low,close_price,volume,avg_volume,volume_ratio,daily_gain_high_from_open,daily_drawdown_low_from_open,close_vs_open_pct,intraday_open,max_gain_from_open,max_drawdown_from_open,max_drawdown_before_peak,risk_reward,time_of_peak,minutes_to_peak,time_of_low,intraday_high,intraday_low,intraday_close,intraday_source,bars,gap_bucket,price_bucket,trade_outcome,trade_entry_price,trade_exit_price,trade_exit_time,trade_return_pct,trade_minutes_held,trade_bars_held,trade_mfe_pct,trade_mae_pct
ACCL,2026-06-05,1.309999942779541,1.6100000143051147,22.90076981904575,2.0999999046325684,1.4550000429153442,1.5499999523162842,5544200,1811850.0,3.0599663327538154,30.434775526318266,9.627327329973308,-3.726711891659637,1.590000033378601,32.07546292752368,8.49056525969968,7.547169952781877,4.249998758236616,10:40,70.0,15:05,2.0999999046325684,1.4550000429153442,1.5500999689102173,yfinance,78.0,20-50%,$1-3,SL,1.5503000020980835,1.4727850019931792,09:50,-5.000000000000009,15.0,4.0,3.205832527672926,5.179640932669858
ABAT,2026-06-08,3.109999895095825,4.0,28.617367682475503,4.25,3.359999895095825,3.799999952316284,67703700,6933110.0,9.76527128518082,6.25,16.00000262260437,-5.0000011920928955,4.005000114440918,6.117350276113114,16.097379074457315,16.097379074457315,0.3800215083348496,11:50,140.0,09:35,4.25,3.360300064086914,3.799299955368042,yfinance,78.0,20-50%,$3-7,TP,3.484999895095825,3.833499884605408,09:50,10.000000000000002,15.0,4.0,10.760402045569899,3.578187511121355
AHMA,2026-06-09,1.0800000429153442,2.799999952316284,159.25924454206358,5.400000095367432,1.3600000143051147,1.4700000286102295,73324600,142600.0,514.1977559607293,92.85714954746024,51.428570090507954,-47.49999808413639,2.8001999855041504,92.84337273486597,51.43203980624765,36.433112613230094,2.5483239304991856,11:50,140.0,15:55,5.400000095367432,1.3600000143051147,1.4800000190734863,yfinance,71.0,50%+,$1-3,TP,3.5799999237060547,3.9379999160766603,09:40,10.000000000000005,0.0,1.0,20.111739731085148,2.5139641365171492
AMPG,2026-06-09,6.570000171661377,7.099999904632568,8.066966805530063,7.739999771118164,6.059999942779541,6.840000152587891,15956100,6320240.0,2.5246034960697696,9.01408274763514,14.647886983413253,-3.661968387845112,7.099999904632568,9.01408274763514,14.647886983413253,0.2408430642254663,37.42720504168874,09:30,0.0,12:10,7.739999771118164,6.059999942779541,6.824999809265137,yfinance,78.0,5-10%,$7-10,SL,7.545000076293945,7.167750072479247,09:35,-5.000000000000009,0.0,1.0,0.33134652239409285,5.102720013104964
ACTU,2026-06-09,1.8200000524520872,1.9299999475479128,6.043950105804791,2.2899999618530273,1.8849999904632568,2.009999990463257,282300,105280.0,2.6814209726443767,18.652850989063445,2.331604057390195,4.145080056452086,1.9299999475479128,18.652850989063445,2.331604057390195,2.331604057390195,8.00000794729355,14:05,275.0,10:05,2.2899999618530273,1.8849999904632568,2.0,yfinance,59.0,5-10%,$1-3,TP,1.9198999404907227,2.111889934539795,13:55,10.000000000000005,260.0,39.0,13.026727618903802,1.817800464046343
AGMH,2026-06-09,1.1799999475479126,1.25,5.932208098614778,1.409999966621399,1.149999976158142,1.25,3807000,108480.0,35.094026548672566,12.799997329711916,8.000001907348633,0.0,1.25,12.799997329711916,8.000001907348633,8.000001907348633,1.5999992847444335,10:15,45.0,09:30,1.409999966621399,1.149999976158142,1.2400000095367432,yfinance,57.0,5-10%,$1-3,TP,1.1799999475479126,1.297999942302704,10:15,10.000000000000012,40.0,9.0,19.491527906542338,0.0
AHMA,2026-06-15,1.350000023841858,1.850000023841858,37.037036382939434,2.4600000381469727,1.7999999523162842,1.9299999475479128,49683700,7651380.0,6.493429943356623,32.972973321283526,2.7027065341188257,4.324320144597644,1.8450000286102295,32.7913284385806,2.4390284875953205,2.4390284875953205,13.444422074344086,09:50,20.0,09:30,2.450000047683716,1.7999999523162842,1.9450000524520872,yfinance,78.0,20-50%,$1-3,TP,1.927299976348877,2.120029973983765,09:35,10.000000000000014,0.0,1.0,19.337932887513386,1.4164894165802169
AIOT,2026-06-15,4.21999979019165,4.46999979019165,5.924170910649413,4.5,3.7200000286102295,4.139999866485596,4539500,1833400.0,2.4760008726955385,0.6711456647979699,16.778518943717106,-7.382548975285433,4.46999979019165,0.6711456647979699,16.55480550003419,13.870244175839206,0.0483874441062147,09:30,0.0,09:35,4.5,3.7300000190734863,4.131999969482422,yfinance,78.0,5-10%,$3-7,SL,3.9539999961853027,3.7562999963760375,09:35,-5.000000000000003,0.0,1.0,1.542738248840257,5.665148642587877
AHMA,2026-06-16,1.9299999475479128,3.005000114440918,55.69949202634983,3.380000114440918,2.359999895095825,2.690000057220459,39379300,12608770.0,3.123167446150576,12.47920085586316,21.46423277142189,-10.48253062309999,3.009999990463257,12.292362961792431,21.59468762215487,5.312290715418118,2.313947714893636,09:40,10.0,11:45,3.380000114440918,2.359999895095825,2.6649999618530273,yfinance,78.0,50%+,$3-7,SL,3.050100088119507,2.897595083713531,09:35,-5.0000000000000115,0.0,1.0,6.226022619943474,6.232588686651429
ABSI,2026-06-24,7.409999847412109,9.510000228881836,28.340086703282957,11.0,8.670000076293945,10.074999809265137,38227100,5805190.0,6.5849868824276205,15.66771540754584,8.832808962893747,5.941110060832587,9.505000114440918,15.728562520348982,8.784850374471429,8.784850374471429,1.7904189428263706,13:40,250.0,10:10,11.0,8.670000076293945,10.074999809265137,yfinance,78.0,20-50%,$7-10,SL,10.649999618530273,10.117499637603759,09:35,-5.00000000000001,0.0,1.0,0.6572831080363496,5.807509652706725
ALZN,2026-07-01,1.2000000476837158,1.3200000524520874,10.0,1.3200000524520874,1.059999942779541,1.1200000047683716,2335700,336850.0,6.933946860620455,0.0,19.696977222808385,-15.151518161850626,1.3200000524520874,0.0,19.696977222808385,8.333334085917201,0.0,09:30,0.0,14:40,1.3200000524520874,1.059999942779541,1.1150000095367432,yfinance,75.0,10-20%,$1-3,SL,1.211400032043457,1.1508300304412842,09:35,-5.0,0.0,1.0,0.0,9.19597203689052
AMPL,2026-07-01,7.650000095367432,8.239999771118164,7.712413965955572,9.18000030517578,8.09000015258789,8.550000190734863,8560700,2230900.0,3.8373302254695414,11.407773788445864,1.820383770592248,3.762141119266467,8.239999771118164,11.407773788445864,1.820383770592248,1.820383770592248,6.2666861640578295,11:45,135.0,09:30,9.18000030517578,8.09000015258789,8.539999961853027,yfinance,78.0,5-10%,$7-10,TP,8.199999809265137,9.019999790191651,11:45,10.000000000000009,130.0,27.0,11.951225837875596,0.7317008211950168
AMPG,2026-07-07,5.920000076293945,6.619999885559082,11.824320950065808,7.159999847412109,6.019999980926514,6.25,11107900,2875230.0,3.863308326638217,8.15709926265992,9.06344282484676,-5.589122234974695,6.619999885559082,8.15709926265992,9.06344282484676,1.963747986227329,4.153842203719327,09:40,10.0,15:05,7.159999847412109,6.019999980926514,6.21999979019165,yfinance,78.0,10-20%,$3-7,SL,6.789999961853027,6.450499963760375,11:10,-5.000000000000011,95.0,20.0,5.4491883304533495,5.743738861217352
AGEN,2026-07-13,3.3499999046325684,5.420000076293945,61.79105165940047,8.699999809265137,4.909999847412109,6.119999885559082,174277900,1193580.0,146.01275155414802,60.516599387466606,9.40959818640004,12.91512545039996,5.419899940490723,60.51956502498514,9.407924476045704,9.407924476045704,6.432828535037564,10:20,50.0,09:30,8.699999809265137,4.909999847412109,6.114999771118164,yfinance,78.0,50%+,$3-7,SL,5.554999828338623,5.277249836921691,09:35,-5.000000000000009,0.0,1.0,0.9901045342107709,9.090902848052723
ADVB,2026-07-20,5.03000020980835,6.710000038146973,33.39959757979083,9.420000076293944,6.210000038146973,8.899999618530273,52863100,289210.0,182.7844818643892,40.387481709990624,7.451564786251172,32.63784751017809,6.75,39.55555668583623,7.999999434859665,7.999999434859665,4.944444935017687,15:20,350.0,09:30,9.420000076293944,6.210000038146973,9.050000190734863,yfinance,78.0,20-50%,$3-7,TP,6.278500080108643,6.906350088119507,09:35,10.000000000000004,0.0,1.0,15.790391851002308,1.0910255807543863
AMC,2026-07-20,1.940000057220459,2.200000047683716,13.402060968790517,2.4800000190734863,2.0999999046325684,2.4600000381469727,186756900,43182130.0,4.324865401498259,12.727271150951577,4.545460949259217,11.818181128541315,2.200000047683716,12.727271150951577,4.545460949259217,4.545460949259217,2.799995708471715,15:55,385.0,09:30,2.4800000190734863,2.0999999046325684,2.4549999237060547,yfinance,78.0,10-20%,$1-3,TP,2.200900077819824,2.4209900856018067,12:25,10.000000000000005,170.0,35.0,10.863736241832628,4.584495870762381
ADVB,2026-07-22,7.079999923706055,8.319999694824219,17.514121249722855,18.729999542236328,8.079999923706055,12.25,29586600,5756660.0,5.139542720952774,125.12019506308464,2.884612739438744,47.2355823236459,8.319999694824219,125.12019506308464,2.8834091840674025,2.8834091840674025,43.39314577842443,13:45,255.0,09:30,18.729999542236328,8.080100059509277,12.110099792480469,yfinance,76.0,10-20%,$7-10,TP,10.0600004196167,11.066000461578371,09:40,10.000000000000018,0.0,1.0,10.039753807942704,0.49602438220913997
AIRJ,2026-07-22,3.7699999809265137,4.3979997634887695,16.657819250384158,4.769999980926514,4.309999942779541,4.599999904632568,6157400,874460.0,7.041374105162043,8.458395576234642,2.000905535279555,4.593000273005009,4.3979997634887695,8.292413301393843,2.000905535279555,2.000905535279555,4.144330232079285,13:25,235.0,09:30,4.762700080871582,4.309999942779541,4.590000152587891,yfinance,78.0,10-20%,$3-7,EOD,4.432799816131592,4.590000152587891,15:55,3.546299020411983,380.0,77.0,7.44225497256691,2.544659112728728
AMBP,2026-07-23,4.710000038146973,5.159999847412109,9.554136000435737,5.429999828338623,4.670000076293945,4.71999979019165,4454700,2211410.0,2.0144161417376245,5.232557924627199,9.496119876125835,-8.527133144027744,5.159999847412109,5.2306265492587585,9.496119876125835,2.519372896279413,2.0761621104137857,09:30,0.0,15:50,5.429900169372559,4.670000076293945,4.71999979019165,yfinance,78.0,5-10%,$3-7,SL,5.164999961853027,4.906749963760376,10:30,-5.0,55.0,12.0,2.807356863454701,5.51790608939058
AGPU,2026-07-27,6.849999904632568,7.869999885559082,14.890510877769511,8.239999771118164,6.630000114440918,7.210000038146973,3409500,653890.0,5.214179755004665,4.7013963270572185,15.75603289897729,-8.386275184363909,7.869999885559082,4.7013963270572185,15.628971244719498,15.628971244719498,0.300812910424009,13:00,210.0,09:30,8.239999771118164,6.639999866485596,7.170000076293945,yfinance,78.0,10-20%,$7-10,TP,6.889999866485596,7.578999853134156,10:00,10.000000000000007,25.0,6.0,10.268505001980362,0.7256852665689323
ALT,2026-07-28,2.9600000381469727,3.1619999408721924,6.824320950065807,3.309999942779541,2.815000057220459,2.990000009536743,17142600,2660720.0,6.442842538861662,4.680582058028912,10.974063571804448,-5.439593123079107,3.1619999408721924,4.680582058028912,10.974063571804448,3.54206169039379,1.321428723481252,09:30,0.0,13:10,3.309999942779541,2.815000057220459,3.0,yfinance,78.0,5-10%,$3-7,SL,3.065000057220459,2.9117500543594357,10:30,-5.0000000000000115,55.0,12.0,3.735727361786847,5.2202310878841205
AMIX,2026-07-29,2.75,4.315000057220459,56.909092989834875,7.25,3.930000066757202,4.570000171661377,70058500,2049370.0,34.18538380087539,68.01853774876064,8.922363507713547,5.909620186776505,4.300000190734863,68.60464368400379,8.60465366431597,2.0930267115292787,32.777720086466324,09:40,10.0,13:55,7.25,3.930000066757202,4.565000057220459,yfinance,78.0,50%+,$3-7,TP,5.267199993133545,5.7939199924469,09:35,10.000000000000004,0.0,1.0,13.153099292158629,0.0
ALOY,2026-07-29,7.329999923706055,7.739999771118164,5.593449545423911,8.5,7.380000114440918,7.489999771118164,7176100,2278820.0,3.1490420480775136,9.819124694522335,4.651158492543967,-3.229974255721245,7.730000019073486,9.961189896850808,4.527812467903709,1.1642969258191282,8.555540838384266,10:10,40.0,15:55,8.5,7.380000114440918,7.480000019073486,yfinance,78.0,5-10%,$7-10,SL,7.949900150299072,7.552405142784118,15:35,-5.000000000000006,360.0,73.0,6.919581872738781,5.030251349121221
ADAM,2026-07-30,8.649999618530273,9.119999885559082,5.433529338220556,9.390000343322754,8.850000381469727,8.9399995803833,1800500,747960.0,2.4072142895341995,2.960531372277754,2.960520915322399,-1.9736875815185024,9.109999656677246,3.062571820001137,2.8539987377162084,1.3172326024307497,2.3250045696937907,10:00,30.0,13:15,9.388999938964844,8.850000381469727,8.9399995803833,yfinance,77.0,5-10%,$7-10,EOD,9.119999885559082,8.9399995803833,15:55,-1.9736875815185024,380.0,76.0,2.94956202611039,2.960520915322399
