time,realised_return_pct,unrealised_return_pct,open_count,closed_count
00:01:23,0,0,0,0
00:04:55,0,0,0,0
00:05:55,0,0,0,0
00:08:02,0,0,0,0
00:13:57,0,0,0,0
00:14:57,0,0,0,0
00:15:57,0,0,0,0
00:16:57,0,0,0,0
00:17:57,0,0,0,0
00:18:57,0,0,0,0
00:19:57,0,0,0,0
00:20:57,0,0,0,0
00:21:57,0,0,0,0
00:22:57,0,0,0,0
00:23:57,0,0,0,0
00:24:57,0,0,0,0
00:25:57,0,0,0,0
00:26:57,0,0,0,0
00:27:58,0,0,0,0
00:28:58,0,0,0,0
00:29:58,0,0,0,0
00:30:58,0,0,0,0
00:31:58,0,0,0,0
00:32:47,0,0,0,0
00:32:58,0,0,0,0
00:33:47,0,0,0,0
00:33:58,0,0,0,0
00:34:47,0,0,0,0
00:34:58,0,0,0,0
00:35:47,0,0,0,0
00:35:58,0,0,0,0
00:36:47,0,0,0,0
00:36:58,0,0,0,0
00:37:47,0,0,0,0
00:37:58,0,0,0,0
00:38:47,0,0,0,0
00:38:58,0,0,0,0
00:39:47,0,0,0,0
00:39:58,0,0,0,0
00:40:47,0,0,0,0
00:40:58,0,0,0,0
00:41:47,0,0,0,0
00:41:58,0,0,0,0
00:42:47,0,0,0,0
00:42:58,0,0,0,0
00:43:47,0,0,0,0
00:43:58,0,0,0,0
00:44:47,0,0,0,0
00:44:58,0,0,0,0
00:45:47,0,0,0,0
00:45:58,0,0,0,0
00:46:47,0,0,0,0
00:46:58,0,0,0,0
00:47:47,0,0,0,0
00:47:58,0,0,0,0
00:48:47,0,0,0,0
00:48:58,0,0,0,0
00:49:47,0,0,0,0
00:49:58,0,0,0,0
00:50:47,0,0,0,0
00:50:58,0,0,0,0
00:51:47,0,0,0,0
00:51:58,0,0,0,0
00:52:47,0,0,0,0
00:52:58,0,0,0,0
00:53:47,0,0,0,0
00:53:58,0,0,0,0
00:54:47,0,0,0,0
00:54:58,0,0,0,0
00:55:47,0,0,0,0
00:55:58,0,0,0,0
00:56:47,0,0,0,0
00:56:58,0,0,0,0
00:57:47,0,0,0,0
00:57:58,0,0,0,0
00:58:47,0,0,0,0
00:58:58,0,0,0,0
00:59:47,0,0,0,0
00:59:58,0,0,0,0
01:00:47,0,0,0,0
01:00:58,0,0,0,0
01:01:25,0,0,0,0
01:01:58,0,0,0,0
01:02:25,0,0,0,0
01:02:58,0,0,0,0
01:03:25,0,0,0,0
01:03:58,0,0,0,0
01:04:25,0,0,0,0
01:04:58,0,0,0,0
01:05:25,0,0,0,0
01:05:58,0,0,0,0
01:06:25,0,0,0,0
01:06:58,0,0,0,0
01:11:22,0,0,0,0
01:11:55,0,0,0,0
01:12:25,0,0,0,0
01:13:05,0,0,0,0
01:13:32,0,0,0,0
01:14:07,0,0,0,0
01:16:14,0,0,0,0
01:16:47,0,0,0,0
01:21:27,0,0,0,0
01:26:13,0,0,0,0
01:26:40,0,0,0,0
01:27:53,0,0,0,0
01:28:20,0,0,0,0
01:31:39,0,0,0,0
01:36:18,0,0,0,0
01:36:51,0,0,0,0
01:41:31,0,0,0,0
01:46:17,0,0,0,0
01:46:44,0,0,0,0
01:51:14,0,0,0,0
01:51:41,0,0,0,0
01:56:27,0,0,0,0
01:56:54,0,0,0,0
02:01:40,0,0,0,0
02:06:20,0,0,0,0
02:06:53,0,0,0,0
02:11:33,0,0,0,0
02:16:19,0,0,0,0
02:16:46,0,0,0,0
02:21:03,0,0,0,0
02:21:30,0,0,0,0
02:22:09,0,0,0,0
02:26:27,0,0,0,0
02:27:00,0,0,0,0
02:31:40,0,0,0,0
02:36:26,0,0,0,0
02:36:53,0,0,0,0
02:41:38,0,0,0,0
02:46:18,0,0,0,0
02:46:51,0,0,0,0
02:51:15,0,0,0,0
02:51:48,0,0,0,0
02:56:28,0,0,0,0
02:57:01,0,0,0,0
03:00:31,0,0,0,0
03:01:18,0,0,0,0
03:01:45,0,0,0,0
03:02:59,0,0,0,0
03:06:22,0,0,0,0
03:06:55,0,0,0,0
03:11:35,0,0,0,0
03:16:21,0,0,0,0
03:16:48,0,0,0,0
03:21:34,0,0,0,0
03:22:01,0,0,0,0
03:26:46,0,0,0,0
03:31:25,0,0,0,0
03:31:58,0,0,0,0
03:32:54,0,0,0,0
03:36:24,0,0,0,0
