min_gain_from_open_pct,min_volume_mult,take_profit_pct,stop_loss_pct,sessions_scanned,entries_triggered,num_trades,win_rate_pct,avg_profit_pct,median_profit_pct,total_return_pct,tp_hit_pct,sl_hit_pct,eod_exit_pct,avg_win_pct,avg_loss_pct,profit_factor,expectancy_r,median_minutes_held,ambiguous_excluded
5.0,3.0,10.0,3.0,25,12,12,25.0,0.01610806873259159,-3.000000000000001,0.1932968247910991,16.666666666666664,58.333333333333336,25.0,7.935164394734204,-2.623577373267946,1.008186312778737,0.006139734584052793,0.0,0
8.0,2.0,10.0,10.0,25,14,14,42.857142857142854,-0.017295784254933975,-2.609967452684383,-0.24214097956907565,35.714285714285715,28.57142857142857,35.714285714285715,8.887485062397346,-6.695881419244145,0.9954796657002997,-0.002583048171257248,25.0,0
2.0,3.0,10.0,3.0,25,13,13,30.76923076923077,-0.11881859627514514,-2.9999999999999982,-1.5446417515768869,15.384615384615385,61.53846153846154,23.076923076923077,6.115848132590143,-2.8897815868819396,0.9406090543086667,-0.041116808555538564,0.0,0
15.0,3.0,20.0,3.0,25,8,8,12.5,-0.1250000000000031,-3.0000000000000018,-1.0000000000000249,12.5,87.5,0.0,20.0,-3.0000000000000036,0.9523809523809512,-0.04166666666666766,0.0,0
8.0,5.0,15.0,10.0,25,9,9,33.33333333333333,-0.1344336441769952,-3.3651575753219913,-1.2099027975929566,33.33333333333333,44.44444444444444,22.22222222222222,14.999999999999993,-7.70165046626549,0.9738172399346405,-0.017455173376906274,10.0,0
2.0,3.0,10.0,5.0,25,13,13,38.46153846153847,-0.1957416731982215,-5.0,-2.5446417515768793,23.076923076923077,53.84615384615385,23.076923076923077,6.8926785060721185,-4.626004285242184,0.9312408291618223,-0.042313335900417116,0.0,0
2.0,3.0,15.0,3.0,25,13,13,30.76923076923077,-0.2020131299441149,-2.9999999999999982,-2.626170689273494,7.6923076923076925,61.53846153846154,30.76923076923077,5.84546589816599,-2.8897815868819396,0.8990246375099034,-0.06990602018545149,0.0,0
10.0,3.0,20.0,8.0,25,9,9,33.33333333333333,-0.24366225374906086,-7.999999999999992,-2.192960283741548,22.22222222222222,55.55555555555556,22.22222222222222,13.815425213434784,-7.273205987340982,0.9497479679167988,-0.033501354722134245,15.0,0
5.0,3.0,15.0,3.0,25,12,12,25.0,-0.32144427384284713,-3.000000000000001,-3.8573312861141655,8.333333333333332,58.333333333333336,33.33333333333333,6.58495502443245,-2.623577373267946,0.8366381836149401,-0.122521362288795,0.0,0
2.0,3.0,10.0,8.0,25,13,13,46.15384615384615,-0.349292482038401,-2.00803428193742,-4.540802266499213,30.76923076923077,38.46153846153847,30.76923076923077,7.410565421726766,-7.000599256694258,0.907338498564817,-0.049894654618944705,5.0,0
8.0,2.0,20.0,5.0,25,14,14,21.428571428571427,-0.374438641397797,-4.655400407117309,-5.242140979569157,14.285714285714285,50.0,35.714285714285715,14.441636791461347,-4.415186486723018,0.8920638409491899,-0.08480698211135085,15.0,0
2.0,3.0,15.0,10.0,25,13,13,46.15384615384615,-0.4324870157073735,-2.00803428193742,-5.622331204195856,23.076923076923077,38.46153846153847,38.46153846153847,8.896977265443992,-8.429170685265685,0.9047130255136526,-0.051308370877264024,30.0,0
10.0,3.0,20.0,3.0,25,9,9,11.11111111111111,-0.4444444444444501,-3.000000000000006,-4.000000000000051,11.11111111111111,88.88888888888889,0.0,20.0,-3.000000000000006,0.8333333333333316,-0.14814814814814972,0.0,0
10.0,3.0,10.0,8.0,25,9,9,44.44444444444444,-0.4658844759712799,-3.639235924045914,-4.192960283741519,33.33333333333333,44.44444444444444,22.22222222222222,7.861568910076095,-7.12784718480918,0.8823498827899249,-0.0653611762278195,5.0,0
5.0,3.0,20.0,8.0,25,12,12,33.33333333333333,-0.4881109405095098,-5.004017140968706,-5.857331286114118,16.666666666666664,50.0,33.33333333333333,11.188716268324338,-6.326524544926433,0.8842703595686788,-0.07715309362088087,17.5,0
2.0,3.0,20.0,8.0,25,13,13,38.46153846153847,-0.6632562464766024,-6.9961605149224,-8.62233120419583,15.384615384615385,46.15384615384615,38.46153846153847,9.676372718532793,-7.125524349607475,0.848742163012347,-0.09308174583855564,20.0,0
8.0,3.0,10.0,5.0,25,10,10,30.0,-0.6895024530984724,-4.1825787876609954,-6.895024530984724,20.0,50.0,30.0,7.774970124794689,-4.317133557909828,0.7718385379526488,-0.15971302343314578,2.5,0
8.0,5.0,20.0,8.0,25,9,9,22.22222222222222,-0.6899891997325471,-7.999999999999992,-6.209902797592924,22.22222222222222,55.55555555555556,22.22222222222222,20.0,-6.601414685370419,0.8656153243863477,-0.1045214143661739,10.0,0
8.0,3.0,20.0,3.0,25,10,10,10.0,-0.7000000000000037,-3.0000000000000027,-7.000000000000037,10.0,90.0,0.0,20.0,-3.000000000000004,0.7407407407407398,-0.23333333333333425,0.0,0
5.0,3.0,10.0,10.0,25,12,12,41.66666666666667,-0.7050096872373116,-1.30609817970574,-8.46011624684774,33.33333333333333,33.33333333333333,33.33333333333333,8.761098636840526,-7.466515633007195,0.8381322567756824,-0.09442285021418534,10.0,0
15.0,3.0,15.0,3.0,25,8,8,12.5,-0.7500000000000036,-3.0000000000000018,-6.000000000000028,12.5,87.5,0.0,14.999999999999995,-3.0000000000000036,0.7142857142857132,-0.2500000000000009,0.0,0
