ticker,bar,observed_at,age_s,volume,close
OXBR,2026-08-03 15:49:00-04:00,2026-08-03 23:40:48.191647-04:00,28248.191647,675.0,1.360200047492981
OXBR,2026-08-03 15:50:00-04:00,2026-08-03 23:40:48.191647-04:00,28188.191647,697.0,1.371999979019165
OXBR,2026-08-03 15:58:00-04:00,2026-08-03 23:40:48.191647-04:00,27708.191647,545.0,1.3700000047683716
VANI,2026-08-03 15:43:00-04:00,2026-08-03 23:40:48.191647-04:00,28608.191647,1202.0,1.3499000072479248
VANI,2026-08-03 15:49:00-04:00,2026-08-03 23:40:48.191647-04:00,28248.191647,1302.0,1.340000033378601
VANI,2026-08-03 15:50:00-04:00,2026-08-03 23:40:48.191647-04:00,28188.191647,1770.0,1.3300000429153442
VANI,2026-08-03 15:51:00-04:00,2026-08-03 23:40:48.191647-04:00,28128.191647,133.0,1.332900047302246
VANI,2026-08-03 15:55:00-04:00,2026-08-03 23:40:48.191647-04:00,27888.191647,932.0,1.3350000381469727
VANI,2026-08-03 15:58:00-04:00,2026-08-03 23:40:48.191647-04:00,27708.191647,969.0,1.335800051689148
RPGL,2026-08-03 15:44:00-04:00,2026-08-03 23:40:48.191647-04:00,28548.191647,280.0,1.9199999570846558
RPGL,2026-08-03 15:46:00-04:00,2026-08-03 23:40:48.191647-04:00,28428.191647,285.0,1.909999966621399
RPGL,2026-08-03 15:50:00-04:00,2026-08-03 23:40:48.191647-04:00,28188.191647,1226.0,1.9450000524520874
RPGL,2026-08-03 15:54:00-04:00,2026-08-03 23:40:48.191647-04:00,27948.191647,0.0,1.940000057220459
RPGL,2026-08-03 15:56:00-04:00,2026-08-03 23:40:48.191647-04:00,27828.191647,819.0,1.8849999904632568
RPGL,2026-08-03 15:57:00-04:00,2026-08-03 23:40:48.191647-04:00,27768.191647,1210.0,1.8600000143051147
RUBI,2026-08-03 15:53:00-04:00,2026-08-03 23:40:48.191647-04:00,28008.191647,4818.0,2.3399999141693115
RUBI,2026-08-03 15:54:00-04:00,2026-08-03 23:40:48.191647-04:00,27948.191647,6901.0,2.380000114440918
RUBI,2026-08-03 15:55:00-04:00,2026-08-03 23:40:48.191647-04:00,27888.191647,2203.0,2.4000000953674316
RUBI,2026-08-03 15:56:00-04:00,2026-08-03 23:40:48.191647-04:00,27828.191647,1030.0,2.3399999141693115
RUBI,2026-08-03 15:58:00-04:00,2026-08-03 23:40:48.191647-04:00,27708.191647,1937.0,2.355600118637085
