date,ticker,gap_pct,open_price,avg_volume,gap_rank,signalled,signal_time,signal_multiple,entry_time,filled
2026-08-12,VLN,17.857147672144073,1.9800000190734863,597125.0,1,False,,,,False
2026-08-12,DRMA,15.740736141617099,1.25,4938975.0,2,True,09:32,11.399711897036848,09:48,True
2026-08-12,BIVI,13.385832980085855,1.440000057220459,4044950.0,3,True,09:30,12.29810480759572,09:36,True
2026-08-12,REBN,13.380286124130622,1.6100000143051147,66950.0,4,False,,,,False
2026-08-12,GRWG,12.080533315155916,1.6699999570846558,343975.0,5,True,09:31,8.479908431686056,09:33,True
2026-08-12,FEMY,10.638298304062632,2.5999999046325684,435200.0,6,False,,,,False
2026-08-12,ENHA,9.302316297384026,2.3499999046325684,617625.0,7,False,,,,False
2026-08-12,MXCT,8.870968827347841,1.350000023841858,727125.0,8,False,,,,False
