at,elapsed_s,ok,tickers_returned
2026-08-13 09:32:32.344787-04:00,0.40159106254577637,True,5
2026-08-13 09:32:52.361279-04:00,0.19623088836669922,True,5
2026-08-13 09:36:31.726607-04:00,0.3793041706085205,True,5
2026-08-13 09:36:51.745019-04:00,0.20690584182739258,True,5
2026-08-13 09:41:24.862700-04:00,0.24243998527526855,True,5
2026-08-13 09:41:44.878401-04:00,0.6862759590148926,True,5
2026-08-13 09:46:17.865195-04:00,0.2458808422088623,True,5
2026-08-13 09:46:37.886821-04:00,0.19028592109680176,True,5
2026-08-13 09:46:57.908677-04:00,0.19862794876098633,True,5
2026-08-13 09:51:30.921594-04:00,0.21132302284240723,True,5
2026-08-13 09:51:50.941888-04:00,1.3125760555267334,True,5
2026-08-13 09:52:10.971449-04:00,0.1994609832763672,True,5
2026-08-13 09:56:28.671226-04:00,0.5191330909729004,True,5
2026-08-13 09:56:48.694477-04:00,0.2811157703399658,True,5
2026-08-13 10:01:21.813587-04:00,0.406846284866333,True,5
2026-08-13 10:01:41.849117-04:00,0.6207201480865479,True,5
2026-08-13 10:02:01.875206-04:00,255.35267400741577,True,4
2026-08-13 10:06:18.242691-04:00,0.19728899002075195,True,5
2026-08-13 10:06:38.265492-04:00,0.3281369209289551,True,5
2026-08-13 10:06:58.298281-04:00,0.2066659927368164,True,5
2026-08-13 10:11:31.310078-04:00,0.20686602592468262,True,5
2026-08-13 10:11:51.333394-04:00,0.2058100700378418,True,5
2026-08-13 10:16:25.115569-04:00,1.094877004623413,True,5
2026-08-13 10:16:45.139267-04:00,0.3734872341156006,True,5
2026-08-13 10:21:19.269244-04:00,0.4206960201263428,True,5
2026-08-13 10:21:39.305350-04:00,0.25789499282836914,True,5
2026-08-13 10:21:59.328986-04:00,0.3887510299682617,True,5
2026-08-13 10:26:33.440884-04:00,0.2372891902923584,True,5
2026-08-13 10:26:53.481828-04:00,0.3828389644622803,True,5
2026-08-13 10:31:27.583995-04:00,0.23724794387817383,True,5
2026-08-13 10:31:47.613602-04:00,0.3350229263305664,True,5
2026-08-13 10:32:07.655781-04:00,202.86190962791443,False,0
2026-08-13 10:35:31.548238-04:00,1.9663381576538086,True,5
2026-08-13 10:35:51.573676-04:00,5.733284950256348,True,5
2026-08-13 10:36:11.604554-04:00,0.34421801567077637,True,5
2026-08-13 10:36:36.248100-04:00,0.306027889251709,True,5
2026-08-13 10:36:56.273052-04:00,2.746364116668701,True,5
2026-08-13 10:41:30.447198-04:00,0.19674301147460938,True,5
2026-08-13 10:41:50.490937-04:00,0.3317861557006836,True,5
2026-08-13 10:42:10.519852-04:00,252.60560011863708,False,0
2026-08-13 10:46:24.169932-04:00,0.23508691787719727,True,5
2026-08-13 10:46:44.200133-04:00,0.6517431735992432,True,5
2026-08-13 10:47:04.236450-04:00,0.22346901893615723,True,5
2026-08-13 10:47:24.264471-04:00,0.31482911109924316,True,5
2026-08-13 10:49:23.426455-04:00,0.2988617420196533,True,5
2026-08-13 10:49:43.448644-04:00,0.19290423393249512,True,5
2026-08-13 10:50:57.540153-04:00,0.6234643459320068,True,5
2026-08-13 10:51:17.565147-04:00,0.21456384658813477,True,5
2026-08-13 10:51:37.589018-04:00,0.17471623420715332,True,5
2026-08-13 10:51:57.636441-04:00,0.3110518455505371,True,5
2026-08-13 10:52:17.660174-04:00,0.3893260955810547,True,5
2026-08-13 10:52:37.685264-04:00,0.295717716217041,True,5
2026-08-13 10:52:57.710786-04:00,0.23325109481811523,True,5
2026-08-13 10:53:17.733971-04:00,0.19414019584655762,True,5
2026-08-13 10:53:37.758412-04:00,0.34122586250305176,True,5
2026-08-13 10:53:57.790010-04:00,0.8482639789581299,True,5
