tp,ratchet,etp,esl,trades,avg_pct,median_pct,win_rate,profit_factor,is_avg,oos_avg,drop_best10,target_rate,stop_rate,close_rate,median_minutes
10,True,22.0,4.0,55,0.2526029680480152,2.9999999999999982,60.0,1.0777300701216692,0.5047194125669127,0.02656753503107257,-2.0849798952708154,9.090909090909092,69.0909090909091,21.818181818181817,41.0
10,True,18.0,7.0,55,0.24097703301274007,4.837563851096586,60.0,1.0741525795145512,0.34874432188721294,0.14435808436666053,-0.6886992486591709,1.8181818181818181,78.18181818181819,20.0,40.0
12,True,24.0,0.0,55,0.1670823889057823,-1.0,25.454545454545453,1.041276108072058,-0.7089339361840009,0.9524763355380019,-2.6287850736771836,16.363636363636363,50.90909090909091,32.72727272727273,74.0
8,True,28.0,5.0,55,0.07341109818871894,3.9999999999999973,61.81818181818181,1.0229173721254212,-0.3414344335869314,0.4453415749530953,-1.4901952593985979,3.6363636363636362,76.36363636363637,20.0,34.0
8,True,20.0,5.0,55,0.055229280006899854,3.9999999999999973,61.81818181818181,1.0172413980088328,0.2354886433361449,-0.10638256297794016,-1.4901952593985979,5.454545454545454,74.54545454545455,20.0,34.0
10,True,30.0,4.0,55,0.03442114986619758,2.9999999999999982,60.0,1.010591951525524,-0.8798959720484713,0.8541537419276255,-2.0849798952708154,5.454545454545454,72.72727272727273,21.818181818181817,41.0
8,True,28.0,2.0,55,0.029778094563994145,0.9999999999999944,61.81818181818181,1.00929608316926,-0.9053392674044021,0.868159177708074,-2.947334345099819,9.090909090909092,67.27272727272727,23.636363636363637,43.0
15,True,20.0,0.0,55,0.024474773270601186,-1.1457712943990095,30.909090909090907,1.0056139160491642,-1.0474840895457052,0.985541339933497,-2.4002606652568637,20.0,43.63636363636363,36.36363636363637,93.0
15,True,18.0,0.0,55,0.02447477327060015,-1.1457712943990095,32.72727272727273,1.0056374267436787,-0.5859456280072448,0.5717482364852202,-2.236995359134415,21.818181818181817,41.81818181818181,36.36363636363637,83.0
15,True,23.0,0.0,55,0.0007511933813342415,-1.1457712943990095,29.09090909090909,1.000171589830598,-0.7013302433918577,0.6302035160055756,-2.6981766073028357,16.363636363636363,45.45454545454545,38.18181818181819,93.0
6,True,18.0,0.0,55,-0.01917247728036412,-1.0,25.454545454545453,0.9941050510897707,0.5295728377441785,-0.5111510355782295,-2.1031527806208157,16.363636363636363,60.0,23.636363636363637,37.0
6,True,18.0,0.0,55,-0.01917247728036412,-1.0,25.454545454545453,0.9941050510897707,0.5295728377441785,-0.5111510355782295,-2.1031527806208157,16.363636363636363,60.0,23.636363636363637,37.0
12,True,20.0,6.0,55,-0.07277933532044333,0.27794484990881596,50.90909090909091,0.9808140926019447,-1.0062892001471726,0.7641605434897281,-2.157342432169009,9.090909090909092,63.63636363636363,27.27272727272727,53.0
12,True,20.0,0.0,55,-0.09279187048227193,-1.0,27.27272727272727,0.9769732267415799,-1.1704723977224636,0.873404464284797,-2.465519767554735,18.181818181818183,49.09090909090909,32.72727272727273,71.0
6,True,26.0,0.0,55,-0.1282633863712711,-1.0,20.0,0.9612134330568551,-0.2396579314865882,-0.028392414888573164,-3.2051935969473453,10.909090909090908,65.45454545454545,23.636363636363637,37.0
6,True,26.0,0.0,55,-0.1282633863712711,-1.0,20.0,0.9612134330568551,-0.2396579314865882,-0.028392414888573164,-3.2051935969473453,10.909090909090908,65.45454545454545,23.636363636363637,37.0
8,True,28.0,0.0,55,-0.22465588014252294,-1.0,20.0,0.93796566817531,-1.828180514464236,1.2129868954562544,-3.5582872124048732,10.909090909090908,63.63636363636363,25.454545454545453,51.0
12,True,32.0,6.0,55,-0.43108689411420714,0.27794484990881596,50.90909090909091,0.8863579449499689,-1.5447507386087103,0.5673703457774169,-2.157342432169009,3.6363636363636362,69.0909090909091,27.27272727272727,53.0
10,True,30.0,0.0,55,-0.580197811735783,-1.0,18.181818181818183,0.8418186306029697,-2.9051035913873133,1.5042004734690364,-3.8360828113546708,9.090909090909092,63.63636363636363,27.27272727272727,54.0
15,True,27.0,0.0,55,-0.8220118865061622,-1.1457712943990095,23.636363636363637,0.8145442690964995,-2.3167148587764728,0.5180666403568749,-4.106339872608958,10.909090909090908,50.90909090909091,38.18181818181819,93.0
15,True,35.0,0.0,55,-1.554463108128916,-1.1457712943990095,20.0,0.6521482977377494,-3.3551763972380115,0.059969495899928685,-4.687141851193817,5.454545454545454,54.54545454545454,40.0,94.0
12,True,32.0,0.0,55,-1.7108233781715168,-1.0,16.363636363636363,0.5866407417832287,-3.47816470541477,-0.12631046409135926,-4.507503033233498,5.454545454545454,60.0,34.54545454545455,79.0
