price_bucket,events,avg_gap_pct,avg_max_gain,median_max_gain,avg_max_dd,median_max_dd,avg_dd_before_peak,median_dd_before_peak,median_risk_reward,avg_close_vs_open,pct_green_close,tp_before_sl_%,sl_first_%,avg_trade_return
$1-3,151.0,34.252009900706774,26.079955702994162,12.946426813319636,15.952917161129221,11.589287597838096,6.885764347522557,5.883493633182126,2.5229132467506776,-4.117843395794835,36.423841059602644,29.80132450331126,62.251655629139066,-0.1492099116918966
$3-7,87.0,51.10489411599604,30.977009186849035,12.66447352942007,15.265855546678715,10.974063571804448,6.412119343925102,5.915494111766199,2.313947714893636,0.6995545266901744,41.37931034482759,35.63218390804598,59.77011494252874,0.6019164649853942
$7-10,26.0,18.327665000826418,16.456731003190242,9.893145861337967,11.797753045233916,8.392424177462908,5.295119166542223,2.105955919517305,2.999980926586431,0.13617471500164816,46.15384615384615,34.61538461538461,53.84615384615385,0.81246308360194
