time,realised_return_pct,unrealised_return_pct,open_count,closed_count
20:49:53,0,0,0,0
20:50:10,0,0,0,0
20:50:53,0,0,0,0
20:51:10,0,0,0,0
20:51:53,0,0,0,0
20:52:10,0,0,0,0
20:52:53,0,0,0,0
20:53:10,0,0,0,0
20:53:53,0,0,0,0
20:54:10,0,0,0,0
20:54:53,0,0,0,0
20:55:10,0,0,0,0
20:55:53,0,0,0,0
20:56:10,0,0,0,0
20:56:53,0,0,0,0
20:57:10,0,0,0,0
20:57:53,0,0,0,0
20:58:10,0,0,0,0
20:58:53,0,0,0,0
20:59:10,0,0,0,0
20:59:53,0,0,0,0
21:00:10,0,0,0,0
21:00:54,0,0,0,0
21:01:10,0,0,0,0
21:01:54,0,0,0,0
21:02:10,0,0,0,0
21:02:54,0,0,0,0
21:03:10,0,0,0,0
21:03:54,0,0,0,0
21:04:10,0,0,0,0
21:04:54,0,0,0,0
21:05:10,0,0,0,0
21:05:54,0,0,0,0
21:06:10,0,0,0,0
21:06:54,0,0,0,0
21:07:10,0,0,0,0
21:07:54,0,0,0,0
21:08:10,0,0,0,0
21:08:54,0,0,0,0
21:09:10,0,0,0,0
21:09:54,0,0,0,0
21:10:10,0,0,0,0
21:10:54,0,0,0,0
21:11:10,0,0,0,0
21:11:54,0,0,0,0
21:12:10,0,0,0,0
21:12:54,0,0,0,0
21:13:10,0,0,0,0
21:31:39,0,0,0,0
22:15:24,0,0,0,0
22:30:23,0,0,0,0
22:30:39,0,0,0,0
22:35:43,0,0,0,0
22:35:59,0,0,0,0
22:39:43,0,0,0,0
22:40:43,0,0,0,0
