ticker,bar,observed_at,age_s,volume,open,close
ENHA,2026-08-12 10:59:00-04:00,2026-08-12 11:11:48.535718-04:00,708.535718,892.0,2.1498000621795654,2.149899959564209
ENHA,2026-08-12 11:04:00-04:00,2026-08-12 11:11:48.535718-04:00,408.535718,212.0,2.149899959564209,2.149899959564209
ENHA,2026-08-12 11:05:00-04:00,2026-08-12 11:11:48.535718-04:00,348.535718,1082.0,2.1449999809265137,2.1449999809265137
ENHA,2026-08-12 11:07:00-04:00,2026-08-12 11:11:48.535718-04:00,228.535718,105.0,2.1449999809265137,2.1449999809265137
ENHA,2026-08-12 11:08:00-04:00,2026-08-12 11:11:48.535718-04:00,168.535718,361.0,2.1449999809265137,2.1449999809265137
ENHA,2026-08-12 11:10:00-04:00,2026-08-12 11:11:48.535718-04:00,48.535718,0.0,2.1449999809265137,2.1449999809265137
VLN,2026-08-12 11:06:00-04:00,2026-08-12 11:11:48.535718-04:00,288.535718,189.0,1.8450000286102295,1.8450000286102295
VLN,2026-08-12 11:07:00-04:00,2026-08-12 11:11:48.535718-04:00,228.535718,814.0,1.8450000286102295,1.8450000286102295
VLN,2026-08-12 11:08:00-04:00,2026-08-12 11:11:48.535718-04:00,168.535718,826.0,1.850000023841858,1.8450000286102295
VLN,2026-08-12 11:09:00-04:00,2026-08-12 11:11:48.535718-04:00,108.535718,108.0,1.8450000286102295,1.8450000286102295
VLN,2026-08-12 11:10:00-04:00,2026-08-12 11:11:48.535718-04:00,48.535718,19604.0,1.8450000286102295,1.8300000429153442
VLN,2026-08-12 11:11:00-04:00,2026-08-12 11:11:48.535718-04:00,-11.464282,0.0,1.8202999830245972,1.8202999830245972
REBN,2026-08-12 10:11:00-04:00,2026-08-12 11:11:48.535718-04:00,3588.535718,2015.0,1.4700000286102295,1.4800000190734863
REBN,2026-08-12 10:53:00-04:00,2026-08-12 11:11:48.535718-04:00,1068.535718,201.0,1.5,1.5
REBN,2026-08-12 10:55:00-04:00,2026-08-12 11:11:48.535718-04:00,948.535718,907.0,1.5099999904632568,1.5099999904632568
